번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),문화체육업종명,문화사업자구분명,지역구분명,총층수,주변환경명,제작취급품목내용,보험기관명,건물용도명,지상층수,지하층수,객실수,건축연면적,영문상호명,영문상호주소,선박총톤수,선박척수,선박제원,무대면적,좌석수,기념품종류,회의실별동시수용인원,시설면적,놀이기구수내역,놀이시설수,방송시설유무,발전시설유무,의무실유무,안내소유무,기획여행보험시작일자,기획여행보험종료일자,자본금,보험시작일자,보험종료일자,부대시설내역,시설규모,관광숙박업상세명
964,관광숙박업,03_11_01_P,4810000,CDFI2260032018000011,2018.4.23,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 돌산읍 평사리 1404-34번지,전라남도 여수시 돌산읍 돌산로 3155-17,59771,비고리조트 3,2019.10.1 15:41,U,2019.10.3 2:40,,269172.9138,134144.3868,관광숙박업,,자연녹지지역,2,기타,,,숙박시설,2,,,,,,,,,,,,,118.4,,,,,,,,,340000000,,,,118,호스텔업
965,관광숙박업,03_11_01_P,4920000,CDFI2260032016000001,2016.1.4,,1,영업/정상,13,영업중,,,,,,,,전라남도 강진군 강진읍 남성리 223-12번지,전라남도 강진군 강진읍 보은로 113-1,59233,프린스행복호텔,2018.4.12 11:34,I,2018.8.31 23:59,,178946.9387,126552.2794,관광숙박업,,일반상업지역,10,기타,,,호텔,9,1,58,,,,,,,,,,,33166,,,,,,,,,,,,,33166,관광호텔업
966,관광숙박업,03_11_01_P,4990000,CDFI2260032011000002,2011.12.14,,1,영업/정상,13,영업중,,,,,,,,전라남도 완도군 신지면 대곡리 397-3 해조류스파랜드,"전라남도 완도군 신지면 명사십리61번길 230, 해조류스파랜드",59146,완도파인비치호텔,2023.5.16 16:12,U,2023.5.18 2:40,,184207.0085,92082.97101,관광숙박업,,관리지역,6,주택가주변,,,호텔,5,1,44,4328,"Gukmin Leisure Co.,Ltd Wando Sea algae Spaland",Tour ist accommodation business,0,0,,142,0,,0,4328.36,,0,,,,,,,8874000400,,,,4328,가족호텔업
967,관광숙박업,03_11_01_P,4810000,CDFI2260032015000009,2015.11.27,,1,영업/정상,13,영업중,,,,,616623457,,,전라남도 여수시 덕충동 1566-6,전라남도 여수시 종고산길 6 (덕충동),59726,스테이 여수에서,2021.12.17 9:09,U,2021.12.19 2:40,,267489.8072,139579.5541,관광숙박업,,일반주거지역,2,학교정화(상대),,,숙박시설,2,,5,214,,,,,,,,,,213.99,,,,,,,,,,,,,214,호스텔업
968,관광숙박업,03_11_01_P,4810000,CDFI2260032015000010,2015.11.27,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 돌산읍 평사리 1385-4,전라남도 여수시 돌산읍 돌산로 3090,59771,다옴 애견동반 펜션,2022.12.7 17:33,U,2022.12.9 2:40,,269787.7424,133637.1237,관광숙박업,,자연녹지지역,3,,,,숙박시설,3,0,9,301,,,0,0,,0,0,,0,301.32,,0,,,,,,,0,,,,301,호스텔업
969,관광숙박업,03_11_01_P,4810000,CDFI2260032016000001,2016.1.29,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 화양면 이천리 208-6,전라남도 여수시 화양면 옥천로 1065-5,59651,스카이 온수수영장 펜션,2022.2.22 16:55,U,2022.2.24 2:40,,253441.0056,138614.7399,관광숙박업,,자연녹지지역,2,,,,숙박시설,2,,6,295,,,,,,,,,,295.08,,,,,,,,,500000000,,,,295,호스텔업
970,관광숙박업,03_11_01_P,4810000,CDFI2260032018000013,2018.4.23,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 돌산읍 평사리 1404-36번지,전라남도 여수시 돌산읍 돌산로 3155-15,59771,비고리조트 5,2019.10.1 15:41,U,2019.10.3 2:40,,269166.3233,134109.0522,관광숙박업,,자연녹지지역,2,기타,,,숙박시설,2,,,,,,,,,,,,,118.4,,,,,,,,,340000000,,,,118,호스텔업
971,관광숙박업,03_11_01_P,4810000,CDFI2260032018000014,2018.4.23,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 돌산읍 평사리 1404-29번지,전라남도 여수시 돌산읍 돌산로 3155-9,59771,비고리조트 6,2019.10.1 15:41,U,2019.10.3 2:40,,269208.6008,134193.1399,관광숙박업,,자연녹지지역,2,기타,,,숙박시설,2,,,,,,,,,,,,,118.35,,,,,,,,,340000000,,,,118,호스텔업
972,관광숙박업,03_11_01_P,4810000,CDFI2260032018000015,2018.4.23,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 돌산읍 평사리 1404-37번지,전라남도 여수시 돌산읍 돌산로 3155-8,59771,비고리조트 7,2019.10.1 15:40,U,2019.10.3 2:40,,269228.0016,134193.2164,관광숙박업,,자연녹지지역,2,기타,,,숙박시설,2,,,,,,,,,,,,,90.32,,,,,,,,,340000000,,,,90,호스텔업
973,관광숙박업,03_11_01_P,4810000,CDFI2260032018000016,2018.4.23,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 돌산읍 평사리 1404-45번지,전라남도 여수시 돌산읍 돌산로 3155-14,59771,비고리조트 8,2019.10.1 15:40,U,2019.10.3 2:40,,269193.355,134105.4413,관광숙박업,,자연녹지지역,2,기타,,,숙박시설,2,,,,,,,,,,,,,118.35,,,,,,,,,340000000,,,,118,호스텔업
974,관광숙박업,03_11_01_P,4810000,CDFI2260032018000017,2018.4.23,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 돌산읍 평사리 1404-46번지,전라남도 여수시 돌산읍 돌산로 3155-13,59771,비고리조트 9,2019.10.1 15:40,U,2019.10.3 2:40,,269196.4904,134123.2474,관광숙박업,,자연녹지지역,2,기타,,,숙박시설,2,,,,,,,,,,,,,118.35,,,,,,,,,340000000,,,,118,호스텔업
975,관광숙박업,03_11_01_P,4930000,CDFI2260032005000001,2005.7.4,,1,영업/정상,13,영업중,,,,,,,536-924,전라남도 해남군 송지면 송호리 1227-1번지,전라남도 해남군 송지면 땅끝해안로 1954,,땅끝관광호텔,2010.9.7 14:43,I,2018.8.31 23:59,,156039.3377,89918.72158,관광숙박업,,관리지역,,,,,호텔,,,,,ttangkkeutb torust hotel,tourist hotel,,,,,,,,,,,,,,,,,,,,,,
976,관광숙박업,03_11_01_P,4810000,CDFI2260032016000003,2016.2.19,,1,영업/정상,13,영업중,,,,,,,,"전라남도 여수시 덕충동 46-1번지 , 47번지",,,해들채,2019.2.28 10:41,U,2019.3.2 2:40,,,,관광숙박업,,자연녹지지역,4,기타,,,숙박시설,4,,11,398,,,,,,,,,,580,,,,,,,,,30000000,,,,580,호스텔업
977,관광숙박업,03_11_01_P,4810000,CDFI2260032017000017,2017.5.12,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 덕충동 700,전라남도 여수시 엑스포대로 357 (덕충동),59723,여수펜션 씨호텔 리조트,2023.2.9 10:27,U,2023.2.11 2:40,,268436.4307,140012.9508,관광숙박업,,일반주거지역,4,기타,,,숙박시설,4,,27,281,,,,,,,,,,997.96,,,,,,,,,,,,,998,호스텔업
978,관광숙박업,03_11_01_P,4810000,CDFI2260032017000018,2017.5.12,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 돌산읍 평사리 1405-32,전라남도 여수시 돌산읍 진모1길 29-14,59771,여수호텔 라테라스 앤 빌라,2022.12.7 17:32,U,2023.5.26 8:48,,269259.3133,134698.2811,관광숙박업,,녹지지역,4,기타,,,숙박시설,3,1,17,2099,,,,,,,,,,2098.51,,,,,,,,,,,,,2099,호스텔업
979,관광숙박업,03_11_01_P,4810000,CDFI2260032017000019,2017.5.12,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 공화동 94-2번지,전라남도 여수시 동문로 147-1 (공화동),59724,기차와 바다 호스텔,2019.3.20 10:18,U,2019.3.22 2:40,,268115.4387,139189.7454,관광숙박업,,일반상업지역,6,학교정화(상대),,,숙박시설,6,,12,740,,,,,,,,,,731.06,,,,,,,,,,,,,731,호스텔업
980,관광숙박업,03_11_01_P,4810000,CDFI2260032017000020,2017.5.24,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 중앙동 267번지,전라남도 여수시 이순신광장로 135 (중앙동),59737,더 엘 관광호텔,2019.3.26 9:49,U,2019.3.28 2:40,,267593.4975,137951.5366,관광숙박업,,일반상업지역,5,기타,,,숙박시설,5,,35,1522,,,,,,,,,,1521.88,,,,,,,,,3670000000,,,,1522,관광호텔업
981,관광숙박업,03_11_01_P,4810000,CDFI2260032017000022,2017.6.1,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 중앙동 267-3번지,전라남도 여수시 이순신광장로 135-1 (중앙동),59737,바다의 언덕 호스텔,2019.3.26 10:07,U,2019.3.28 2:40,,267600.155,137949.9025,관광숙박업,,일반상업지역,4,기타,,,숙박시설,4,,4,408,,,,,,,,,,185,,,,,,,,,,,,,185,호스텔업
982,관광숙박업,03_11_01_P,4810000,CDFI2260032017000023,2017.6.5,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 돌산읍 평사리 산 318-52,전라남도 여수시 돌산읍 돌산로 3169-26,59771,라포즈 호스텔,2022.8.8 15:57,U,2022.8.11 2:40,,269208.27,134073.7445,관광숙박업,,자연녹지지역,9,기타,,,숙박시설,9,,24,1525,,,,,,,,,,509.42,,,,,,,,,1930000000,,,,509,호스텔업
983,관광숙박업,03_11_01_P,4810000,CDFI2260032017000024,2017.6.20,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 봉산동 273-15번지,전라남도 여수시 봉산남4길 23-2 (봉산동),59762,더 스테이 호스텔,2020.2.20 10:24,U,2020.2.22 2:40,,266000.8369,137320.603,관광숙박업,,일반상업지역,5,학교정화(상대),,,숙박시설,5,,12,690,,,,,,,,,,689.77,,,,,,,,,,,,,690,호스텔업
984,관광숙박업,03_11_01_P,4810000,CDFI2260032017000025,2017.7.20,,1,영업/정상,13,영업중,,,,,061 691 2693,,,전라남도 여수시 돌산읍 우두리 796-37번지,전라남도 여수시 돌산읍 진두해안길 72,59767,(주)리움,2019.2.7 9:31,U,2019.2.9 2:40,,267982.5384,137412.6329,관광숙박업,,일반상업지역,6,기타,,,숙박시설,6,,20,559,,,,,,,,,,559.24,,,,,,,,,2400000000,,,,559,호스텔업
985,관광숙박업,03_11_01_P,4810000,CDFI2260032017000030,2017.8.17,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 돌산읍 우두리 1094-4번지,전라남도 여수시 돌산읍 강남7길 24-1,59769,성심 호스텔,2019.2.7 16:45,U,2019.2.9 2:40,,268943.2097,135977.1182,관광숙박업,,일반주거지역,3,기타,,,숙박시설,3,,5,399,,,,,,,,,,133.87,,,,,,,,,12000000,,,,134,호스텔업
986,관광숙박업,03_11_01_P,4810000,CDFI2260032017000031,2017.8.17,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 돌산읍 우두리 755-64,전라남도 여수시 돌산읍 신추길 22,59767,여수 썬힐 펜션,2021.4.1 9:29,U,2021.4.3 2:40,,268765.1937,137285.2733,관광숙박업,,준공업지역,6,기타,,,숙박시설,4,2,14,1064,,,,,,,,,,233.64,,,,,,,,,1800000000,,,,234,호스텔업
987,관광숙박업,03_11_01_P,4810000,CDFI2260032017000032,2017.8.18,,1,영업/정상,13,영업중,,,,,061 642 3399,,,전라남도 여수시 돌산읍 평사리 1395-53,전라남도 여수시 돌산읍 돌산로 3169-27,59771,주) 여수비치리조트,2021.6.21 18:04,U,2021.6.23 2:40,,269341.737,134046.2914,관광숙박업,,자연녹지지역,6,기타,,,숙박시설,4,2,19,1910,,,,,,,,,,381.92,,,,,,,,,3100000000,,,,382,호스텔업
988,관광숙박업,03_11_01_P,4810000,CDFI2260032017000033,2017.8.18,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 공화동 1262-2번지,전라남도 여수시 동문로 110 (공화동),59743,낭만 in 호스텔,2019.2.7 10:31,U,2019.2.9 2:40,,267986.2062,138865.1323,관광숙박업,,일반상업지역,4,기타,,,숙박시설,4,,5,274,,,,,,,,,,94.71,,,,,,,,,50000000,,,,95,호스텔업
989,관광숙박업,03_11_01_P,4810000,CDFI2260032017000034,2017.8.22,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 공화동 81-1번지,"전라남도 여수시 동문로 151 (공화동, 카모메여수점)",59724,해동빌,2019.2.7 11:01,U,2019.2.9 2:40,,268109.4571,139227.2963,관광숙박업,,일반상업지역,4,학교정화(상대),,,숙박시설,4,,14,660,,,,,,,,,,223.83,,,,,,,,,100000000,,,,224,호스텔업
990,관광숙박업,03_11_01_P,4810000,CDFI2260032017000035,2017.8.25,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 만흥동 687번지,전라남도 여수시 만성로 368 (만흥동),59623,플로라 호스텔,2019.2.7 17:56,U,2019.2.9 2:40,,267104.8195,142007.0209,관광숙박업,,자연녹지지역,4,기타,,,숙박시설,4,,19,879,,,,,,,,,,245.64,,,,,,,,,1200000000,,,,246,호스텔업
991,관광숙박업,03_11_01_P,4810000,CDFI2260032017000036,2017.9.7,,1,영업/정상,13,영업중,,,,,061 682 5771,,,전라남도 여수시 소라면 사곡리 산 25-4번지,,,호스텔 소라노을,2019.2.7 17:59,U,2019.2.9 2:40,,,,관광숙박업,,자연녹지지역,4,기타,,,숙박시설,4,,17,1485,,,,,,,,,,435.84,,,,,,,,,2180000000,,,,436,호스텔업
992,관광숙박업,03_11_01_P,4810000,CDFI2260032017000037,2017.9.11,,1,영업/정상,13,영업중,,,,,061 641 0000,,,전라남도 여수시 돌산읍 평사리 1388-3번지,전라남도 여수시 돌산읍 돌산로 3108,59771,K-PARK,2019.2.7 18:04,U,2019.2.9 2:40,,269707.1038,133737.156,관광숙박업,,자연녹지지역,3,기타,,,숙박시설,2,1,11,768,,,,,,,,,,299.4,,,,,,,,,1300000000,,,,299,호스텔업
993,관광숙박업,03_11_01_P,4980000,CDFI2260032004000001,2004.1.28,,1,영업/정상,13,영업중,,,,,061-392-2114,,,전라남도 장성군 북하면 약수리 333-3번지,전라남도 장성군 북하면 백양로 941,57205,백양 관광호텔,2019.6.18 16:00,U,2019.6.20 2:40,,189127.3586,212404.488,관광숙박업,관광사업,근린상업지역,5,학교정화(상대),,,호텔,4,1,60,4960,,,,,,,,,,4230.87,,,,,,,,,2200000000,,,,4231,관광호텔업
994,관광숙박업,03_11_01_P,4810000,CDFI2260032016000004,2016.2.19,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 덕충동 34번지,전라남도 여수시 망양로 40 (덕충동),59723,여수엔,2019.2.27 17:42,U,2019.3.1 2:40,,268554.0483,140422.2637,관광숙박업,,자연녹지지역,4,기타,,,숙박시설,4,,10,400,,,,,,,,,,696,,,,,,,,,40000000,,,,696,호스텔업
995,관광숙박업,03_11_01_P,4810000,CDFI2260032016000006,2016.3.10,,1,영업/정상,13,영업중,,,,,616416888,,,전라남도 여수시 돌산읍 평사리 1274-16번지,전라남도 여수시 돌산읍 무술목길 80,59771,더 뷰,2019.3.4 16:30,U,2019.3.6 2:40,,271488.0107,132708.6187,관광숙박업,,녹지지역,4,기타,,,숙박시설,4,,,,,,,,,,,,,757.97,,,,,,,,,1500000000,,,,758,호스텔업
996,관광숙박업,03_11_01_P,4810000,CDFI2260032016000007,2016.3.14,,1,영업/정상,13,영업중,,,,,616446450,,,전라남도 여수시 돌산읍 평사리 1385-6번지,전라남도 여수시 돌산읍 돌산로 3086,59771,자연담은,2019.2.27 17:27,U,2019.3.1 2:40,,269835.2977,133588.625,관광숙박업,,녹지지역,4,기타,,,숙박시설,4,0,12,543,,,,,,,,,,543.24,,,,,,,,,5000000,,,,543,호스텔업
997,관광숙박업,03_11_01_P,4810000,CDFI2260032016000008,2016.4.12,,1,영업/정상,13,영업중,,,,,616438300,,,전라남도 여수시 돌산읍 우두리 1047-6번지,전라남도 여수시 돌산읍 강남해안로 93,59768,노블관광호스텔,2020.4.2 10:20,U,2020.4.4 2:40,,268378.2252,135736.8989,관광숙박업,,준주거지역,7,기타,,,숙박시설,6,1,53,3943,,,,,,,,,,3943.25,,,,,,,,,6170000000,,,,3943,호스텔업
998,관광숙박업,03_11_01_P,4810000,CDFI2260032016000009,2016.4.27,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 오천동 384-5,전라남도 여수시 망양로 552 (오천동),59621,팔레트 펜션,2021.8.26 11:32,U,2021.8.28 2:40,,268826.3422,144305.8014,관광숙박업,,주거지역,4,기타,,,숙박시설,4,0,6,177,,,0,0,,0,0,,0,511.88,,0,,,,,,,0,,,,512,호스텔업
999,관광숙박업,03_11_01_P,4810000,CDFI2260032018000031,2018.5.18,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 돌산읍 평사리 산 318-120번지,전라남도 여수시 돌산읍 돌산로 3155-20,59771,비고호스텔,2019.10.1 15:42,U,2019.10.3 2:40,,269219.4095,134220.9194,관광숙박업,,자연녹지지역,2,기타,,,숙박시설,2,1,,,,,,,,,,,,1727.26,,,,,,,,,,,,,1727,호스텔업
1000,관광숙박업,03_11_01_P,4810000,CDFI2260032018000032,2018.6.7,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 돌산읍 우두리 796-35,전라남도 여수시 돌산읍 진두해안길 68,59767,나폴리,2020.9.9 10:26,U,2020.9.11 2:40,,267935.154,137423.271,관광숙박업,,일반상업지역,4,기타,,,숙박시설,4,,,,,,,,,,,,,3345.79,,,,,,,,,,,,,3346,호스텔업
1001,관광숙박업,03_11_01_P,4810000,CDFI2260032016000010,2016.4.27,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 공화동 1069-1번지,전라남도 여수시 동문로 94 (공화동),59743,휴앤고 게스트하우스,2019.9.10 9:52,U,2019.9.12 2:40,,267889.0492,138728.1,관광숙박업,,일반상업지역,4,기타,,,숙박시설,4,,3,180,,,,,,,,,,179.72,,,,,,,,,30000000,,,,180,호스텔업
1002,관광숙박업,03_11_01_P,4810000,CDFI2260032016000011,2016.5.26,,1,영업/정상,13,영업중,,,,,616427171,,,전라남도 여수시 돌산읍 우두리 1063-2번지,전라남도 여수시 돌산읍 강남2길 42-2,59769,지인호스텔&게스트하우스,2019.2.9 11:33,U,2019.2.12 2:40,,268763.0708,135870.4398,관광숙박업,,일반상업지역,4,학교정화(상대),,,숙박시설,4,,19,796,,,,,,,,,,242.04,,,,,,,,,100000000,,,,242,호스텔업
1003,관광숙박업,03_11_01_P,4810000,CDFI2260032016000026,2016.8.10,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 종화동 282번지,전라남도 여수시 여수시민로 1 (종화동),59746,지뜨 호스텔,2019.5.1 15:39,U,2019.5.3 2:40,,268612.0566,137847.5935,관광숙박업,,일반주거지역,5,기타,,,숙박시설,4,1,23,2002,,,,,,,,,,1498,,,,,,,,,,,,,1498,호스텔업
1004,관광숙박업,03_11_01_P,4810000,CDFI2260032016000027,2016.8.12,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 소라면 사곡리 674-30번지,전라남도 여수시 소라면 서부로 875,59607,산토리니 호스텔,2018.12.10 10:50,U,2018.12.12 2:40,,251439.2486,144443.8534,관광숙박업,,녹지지역,2,기타,,,숙박시설,2,,8,291,,,,,,,,,,1457,,,,,,,,,,,,,1457,호스텔업
1005,관광숙박업,03_11_01_P,4810000,CDFI2260032016000028,2016.9.12,,1,영업/정상,13,영업중,,,,,616558008,,,전라남도 여수시 만흥동 128번지,전라남도 여수시 망양로 185 (만흥동),59723,아리아 호스텔,2019.2.28 15:36,U,2019.3.2 2:40,,268280.4546,141692.9159,관광숙박업,,자연녹지지역,8,기타,,,숙박시설,7,1,40,2072,,,,,,,,,,2072.31,,,,,,,,,2300000000,,,,2072,호스텔업
1006,관광숙박업,03_11_01_P,4810000,CDFI2260032016000029,2016.9.12,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 중앙동 243,전라남도 여수시 이순신광장로 159 (중앙동),59737,낭만밤바다 호스텔,2023.1.2 11:26,U,2023.1.4 2:40,,267818.4973,137912.8666,관광숙박업,,일반상업지역,4,기타,,,숙박시설,4,0,44,5093,,,0,0,,0,0,,0,5093.29,,0,,,,,,,7500000300,,,,5093,호스텔업
1007,관광숙박업,03_11_01_P,4810000,CDFI2260032016000030,2016.9.27,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 덕충동 1200번지,전라남도 여수시 종고산길 27 (덕충동),59726,도도27 호스텔,2019.2.9 11:24,U,2019.2.12 2:40,,267563.7128,139376.5692,관광숙박업,,일반주거지역,3,주택가주변,,,숙박시설,2,1,4,547,,,,,,,,,,235.36,,,,,,,,,719000000,,,,235,호스텔업
1008,관광숙박업,03_11_01_P,4810000,CDFI2260032017000004,2017.2.3,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 오림동 406-24번지,전라남도 여수시 좌수영로 257 (오림동),59716,e좋은 호스텔,2018.8.10 11:47,I,2018.8.31 23:59,,265586.9161,140112.3111,관광숙박업,,일반상업지역,5,기타,,,숙박시설,5,,,,,,,,,,,,,704.45,,,,,,,,,800000000,,,,704,호스텔업
1009,관광숙박업,03_11_01_P,4810000,CDFI2260032017000006,2017.2.23,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 돌산읍 평사리 1405-51번지,전라남도 여수시 돌산읍 진모1길 29-36,59771,여수드림 호스텔,2019.4.4 16:23,U,2019.4.6 2:40,,269291.1501,134510.457,관광숙박업,,자연녹지지역,3,기타,,,숙박시설,3,,,192,,,,,,,,,,193.16,,,,,,,,,,,,,193,호스텔업
1010,관광숙박업,03_11_01_P,4810000,CDFI2260032016000043,2016.12.27,,1,영업/정상,13,영업중,,,,,616631252,,,전라남도 여수시 수정동 195-1번지,전라남도 여수시 오동도로 66 (수정동),59745,파라다이스 스파 호스텔,2019.3.6 11:51,U,2019.3.8 2:40,,268546.5271,138576.0342,관광숙박업,,상업지역,6,기타,,,숙박시설,5,1,13,1178,,,,,,,,,,1177.77,,,,,,,,,1110000000,,,,1178,호스텔업
1011,관광숙박업,03_11_01_P,4810000,CDFI2260032016000044,2016.12.30,,1,영업/정상,13,영업중,,,,,616635600,,,전라남도 여수시 수정동 249번지,전라남도 여수시 오동도로 86 (수정동),59745,MJ호스텔,2019.3.18 10:38,U,2019.3.20 2:40,,268688.7733,138476.9688,관광숙박업,,일반상업지역,7,기타,,,숙박시설,7,,40,1500,,,,,,,,,,1499.83,,,,,,,,,1860000000,,,,1500,호스텔업
1012,관광숙박업,03_11_01_P,4810000,CDFI2260032017000001,2017.1.3,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 중앙동 455번지,전라남도 여수시 동문로 2-2 (중앙동),59737,길 호스텔,2019.3.4 11:11,U,2019.3.6 2:40,,267366.9327,138237.5981,관광숙박업,,상업지역,2,기타,,,숙박시설,2,,5,469,,,,,,,,,,190.82,,,,,,,,,30000000,,,,191,호스텔업
1013,관광숙박업,03_11_01_P,4810000,CDFI2260032017000003,2017.1.26,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 종화동 499번지,전라남도 여수시 이순신광장로 191 (종화동),59740,아모르 호스텔,2019.3.25 13:20,U,2019.3.27 2:40,,268051.442,138025.6181,관광숙박업,,일반상업지역,3,주택가주변,,,숙박시설,3,,5,57,,,,,,,,,,175.19,,,,,,,,,,,,,175,호스텔업
