번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),축산업무구분명,축산물가공업구분명,축산일련번호,권리주체일련번호,총직원수
435,부화업,02_04_04_P,4470000,4.47E+17,1997.1.7,,3,폐업,2,폐업,2007.12.10,,,,,0,,충청북도 음성군 삼성면 덕정리 ***-*번지,충청북도 음성군 삼성면 덕정로***번길 **,27653,체리부로식품(주)삼성유니트,2018.7.10 17:08,I,2018.8.31 23:59,,245274.8552,390300.4243,부화업,,946,0,
436,부화업,02_04_04_P,4470000,4.47E+17,2004.5.1,,3,폐업,2,폐업,2023.6.27,,,,043-877-5769,0,369-833,충청남도 보령시 천북면 하만리 ***-*,충청북도 음성군 삼성면 덕정로***번길 **,27653,농업회사법인 (주)한국원종 삼성부화장,2023.6.27 11:46,U,2023.6.29 2:40,,157111.056,329188.57,부화업,,9,L00,0
437,부화업,02_04_04_P,4470000,4.47E+17,2007.12.13,,3,폐업,2,폐업,2010.11.11,,,,043-873-5289,0,369-861,충청북도 음성군 원남면 상노리 ***-*번지,,,성원부화장,2015.7.22 16:51,I,2018.8.31 23:59,,,,부화업,,444,0,
438,부화업,02_04_04_P,4420000,4.42E+17,1994.3.24,,3,폐업,2,폐업,2004.1.17,,,,,0,,충청북도 보은군 수한면 율산리 *-*번지,,,신안부화장,2004.1.17 12:06,I,2018.8.31 23:59,,,,부화업,,,0,
439,부화업,02_04_04_P,4420000,4.42E+17,1996.8.20,,3,폐업,2,폐업,2004.1.17,,,,,0,,충청북도 보은군 보은읍 죽전리 ***-*번지,,,죽전부화장,2004.1.17 12:31,I,2018.8.31 23:59,,264435.5978,331246.4805,부화업,,,100,
440,부화업,02_04_04_P,4420000,4.42E+17,1991.4.23,,3,폐업,2,폐업,2006.5.23,,,,,0,376-806,충청북도 보은군 보은읍 어암리 ***-*번지,,,죽전제2부화장,2006.5.23 9:04,I,2018.8.31 23:59,,265722.5233,331762.5013,부화업,,41,100,
441,부화업,02_04_04_P,4070000,4.07E+17,1998.9.21,,3,폐업,2,폐업,2021.1.14,,,,,0,467-851,경기도 이천시 단월동 **,경기도 이천시 대월면 대장로 ***-**,17402,대일,2021.1.14 15:43,U,2021.1.16 2:40,,240110.1589,413121.1126,부화업,,24,0,
442,부화업,02_04_04_P,4390000,4.39E+17,1996.7.30,,3,폐업,2,폐업,2005.8.29,,,,,498.32,380-882,충청북도 충주시 주덕읍 창전리 **-*번지,,,명지부화장,2005.8.29 16:00,I,2018.8.31 23:59,,269479.2477,385878.2169,부화업,,4,0,
443,부화업,02_04_04_P,4390000,4.39E+17,2001.5.16,,3,폐업,2,폐업,2013.4.10,,,,,679.6,380-841,충청북도 충주시 엄정면 신만리 ***번지,,,(주)중원축산,2013.4.11 13:10,I,2018.8.31 23:59,,282869.083,399776.3302,부화업,,2,0,
444,부화업,02_04_04_P,4390000,4.39E+17,2001.12.7,,3,폐업,2,폐업,2004.4.14,,,,,78,380-966,충청북도 충주시 호암동 **번지,,,충주부화장,2004.4.14 15:10,I,2018.8.31 23:59,,283943.0949,383687.4306,부화업,,5,0,
445,부화업,02_04_04_P,4460000,4.46E+17,2007.1.25,,3,폐업,2,폐업,2014.8.5,,,,,0,367-913,충청북도 괴산군 불정면 지장리 ***-*번지,충청북도 괴산군 불정면 문무로 ***,,청원농장,2014.8.5 16:04,I,2018.10.9 15:19,,273768.6466,372210.5357,부화업,,326,0,
446,부화업,02_04_04_P,4050000,4.05E+17,1992.10.12,,1,영업/정상,3,행정처분,,,,,286-3215,562.5,449-915,경기도 용인시 기흥구 청덕동 ***-*번지,,,진성부화장,2017.8.18 11:29,I,2018.8.31 23:59,,213682.2927,421572.6178,부화업,,13,0,
447,부화업,02_04_04_P,4530000,4.53E+17,2011.6.7,,4,취소/말소/만료/정지/중지,4,말소,,,,,,,356-840,제주특별자치도 서귀포시 색달동 ***-*번지,,,보령부화장,2011.6.10 14:18,I,2018.8.31 23:59,,,,부화업,,1118,0,
448,부화업,02_04_04_P,4510000,4.51E+17,1999.10.21,,4,취소/말소/만료/정지/중지,4,말소,,,,,041-932-6202,390,355-892,충청남도 보령시 동대동,충청남도 보령시 청라면 은선길 **,33424,보금부화장,2019.12.23 18:30,U,2019.12.25 2:40,,171407.718,320209.4613,부화업,,53,L00,
449,부화업,02_04_04_P,5600000,5.6E+17,2002.1.23,,4,취소/말소/만료/정지/중지,4,말소,,,,,542-0144,0,487-872,경기도 포천시 소흘읍 송우리 ***-*,경기도 포천시 군내면 꽃배산*길 **,11156,치크랜드,2022.9.21 14:50,U,2022.9.23 2:40,,212947.0095,480592.6845,부화업,,5,0,0
450,부화업,02_04_04_P,5600000,5.6E+17,2011.3.24,,4,취소/말소/만료/정지/중지,4,말소,,,,,544-8333,0,487-823,경기도 양주시 옥정동 ***,경기도 포천시 소흘읍 화합로***번길 **,,영농조합법인 합자회사 독바위축산,2022.9.21 10:51,U,2022.9.23 2:40,,212532.9848,481834.9006,부화업,,1460,L00,0
451,부화업,02_04_04_P,5141000,5.14E+17,2022.11.24,,4,취소/말소/만료/정지/중지,4,말소,,,,,,,39000,경상북도 칠곡군 지천면 창평리 ****,대구광역시 군위군 소보면 사촌길 ***-**,43100,명품부화장,2023.3.27 20:15,I,2023.7.1 16:42,,329057.5088,310262.5155,부화업,,941,0,0
452,부화업,02_04_04_P,4890000,4.89E+17,2014.1.17,,4,취소/말소/만료/정지/중지,4,말소,,,,,,,546-801,충청남도 예산군 신암면 용궁리 *** 외 **필지,전라남도 보성군 보성읍 일림로 ****-**,59446,신흥보성부화장,2021.6.15 15:32,U,2021.6.17 2:40,,203841.831,138348.9112,부화업,,1004,0,
453,부화업,02_04_04_P,4940000,4.94E+17,2004.11.29,,4,취소/말소/만료/정지/중지,4,말소,,,,,,0,526-821,전라남도 영암군 덕진면 금강리 **-*번지,,,덕신영농조합법인,2009.6.22 13:36,I,2018.8.31 23:59,,,,부화업,,31,L00,
454,부화업,02_04_04_P,5700000,5.7E+17,2021.6.9,,4,취소/말소/만료/정지/중지,4,말소,,,,,,,12647,경기도 여주시 교동 ***,경기도 여주시 능서면 양화로 ***-**,12647,신애메추리농장,2022.1.5 13:58,U,2022.1.7 2:40,,249378.2189,417679.4704,부화업,,1439,0,0
455,부화업,02_04_04_P,4090000,4.09E+17,1995.1.2,,4,취소/말소/만료/정지/중지,4,말소,,,,,,0,415-040,경기도 김포시 대곶면 송마리 ***번지,경기도 김포시 대곶면 대곶로***번길 ***,,경인축산,2008.1.17 18:06,I,2018.8.31 23:59,,161294.8716,462266.8538,부화업,,427,0,
