번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),법인구분명,구분명
438,무료직업소개소,11_50_01_P,3530000,2.01035E+18,2010.7.28,,1,영업/정상,20,영업중,,,,,032 207 4500,,,인천광역시 남동구 만수동 875번지 8호 4층,"인천광역시 남동구 백범로 173, 4층 (만수동)",21543,(사)인천광역시자립자활지원협회,2022.12.1 15:45,U,2022.12.3 2:40,,175930.0545,439536.1561,법인,무료
439,무료직업소개소,11_50_01_P,3530000,2.01735E+18,2017.7.20,,1,영업/정상,20,영업중,,,,,032 424 4720,,,,"인천광역시 남동구 용천로 208, 712호 (간석동, 인천광역시 사회복지회관)",21511,한국장애경제인협회 인천지회,2018.7.6 13:47,I,2018.8.31 23:59,,174634.8912,440727.6241,법인,무료
440,무료직업소개소,11_50_01_P,3530000,2.01835E+18,2018.6.25,,1,영업/정상,20,영업중,,,,,,,,,"인천광역시 남동구 남동대로215번길 12, 3층 304호 (고잔동)",21633,(사)남동국가산업단지경영자협의회,2020.11.23 9:57,U,2020.11.25 2:40,,173067.1221,433686.1346,법인,무료
441,무료직업소개소,11_50_01_P,3540000,2.00235E+18,2002.10.16,,1,영업/정상,20,영업중,,,,,032 521 9114,,,인천광역시 부평구 부평동 577번지 3호 인천북부근로자종합복지관,"인천광역시 부평구 대정로 80, 인천북부근로자종합복지관 (부평동)",21395,전국건설노동자무료취업알선센터인천지부,2023.1.13 16:43,U,2023.1.15 2:40,,175854.507,443429.5519,,무료
442,무료직업소개소,11_50_01_P,3540000,2.00335E+18,2003.5.26,,1,영업/정상,20,영업중,,,,,032 524 8830,,,인천광역시 부평구 십정동 182번지 223호,인천광역시 부평구 마장로 39-4 (십정동),21433,(사)인천여성노동자회 무료직업소개소,2020.6.25 14:46,U,2020.6.27 2:40,,174154.4375,442285.5339,법인,무료
443,무료직업소개소,11_50_01_P,3540000,2.01335E+18,2013.3.8,,1,영업/정상,20,영업중,,,,,032 511 3161,,,,인천광역시 부평구 길주로 539 (갈산동),403-081,인천광역시여성가족재단 무료직업소개소,2023.5.16 8:15,U,2023.5.26 8:48,,175375.2187,445114.6791,법인,무료
444,무료직업소개소,11_50_01_P,3540000,2.01535E+18,2015.1.5,,1,영업/정상,20,영업중,,,,,032 456 8000,,,인천광역시 부평구 청천동 425 부평우림라이온스밸리,"인천광역시 부평구 부평대로 283, 부평우림라이온스밸리 A동 B208호 (청천동)",21315,(재)로이교육재단 무료직업소개소,2023.6.28 17:31,U,2023.6.30 2:40,,175126.717,446169.2012,법인,무료
445,무료직업소개소,11_50_01_P,3510500,2.01735E+18,2017.1.13,,1,영업/정상,20,영업중,,,,,032  8763500,,,,"인천광역시 미추홀구 한나루로357번길 105-19 (학익동, 시각장애인복지관)",22206,인천광역시 시각장애인 복지관,2022.8.24 16:41,U,2022.8.26 2:40,,169490.1502,437392.7567,법인,무료
446,무료직업소개소,11_50_01_P,3530000,2.01535E+18,2012.6.12,,1,영업/정상,20,영업중,,,,,032 817 2900,,405-817,인천광역시 남동구 고잔동 625번지 대한상공회의소 인천인력개발원 본관2층,"인천광역시 남동구 남동서로205번길 32 (고잔동, 대한상공회의소 인천인력개발원 본관2층)",405-817,(사)인천벤처기업협회,2018.10.25 14:19,U,2018.10.27 2:38,,172530.2463,434215.4824,법인,무료
447,무료직업소개소,11_50_01_P,3540000,2.01535E+18,2015.1.12,,1,영업/정상,20,영업중,,,,,032 432 1986,,,인천광역시 부평구 부평동 543번지 2호 성창빌딩,"인천광역시 부평구 부평대로 59, 성창빌딩 6층 (부평동)",21388,사회적협동조합 일터와 사람들,2023.4.21 11:18,U,2023.4.23 2:40,,175357.0517,443866.7968,법인,무료
448,무료직업소개소,11_50_01_P,3530000,2.00035E+18,2000.7.25,,1,영업/정상,20,영업중,,,,,032 428 8044,,,인천광역시 남동구 고잔동 636번지 인천종합비즈니스센터 5층,"인천광역시 남동구 남동대로215번길 30 (고잔동,인천종합비즈니스센터 5층)",,(사)인천경영자총협회,2022.7.8 17:20,U,2022.7.12 2:40,,173009.4849,433720.3083,법인,무료
449,무료직업소개소,11_50_01_P,3530000,2.00535E+18,2005.3.9,,1,영업/정상,20,영업중,,,,,032 472 3300,,,인천광역시 남동구 만수동 1007번지 남동장애인종합복지관,"인천광역시 남동구 인주대로 898, 남동장애인종합복지관 (만수동)",21591,사회복지법인인천가톨릭사회복지회 남동장애인종합복지관,2022.2.10 9:31,U,2022.2.12 2:40,,176652.9,438446.6167,법인,무료
450,무료직업소개소,11_50_01_P,3530000,2.00835E+18,2008.1.9,,1,영업/정상,20,영업중,,,,,032 819 8800,,,인천광역시 남동구 남촌동 624-3 JK루체스타,"인천광역시 남동구 남동대로 353, JK루체스타 5층 (남촌동)",21630,한국여성경제인협회인천지회(인천취업센터),2022.5.25 17:44,U,2022.5.27 2:40,,173797.283,434837.5214,법인,무료
451,무료직업소개소,11_50_01_P,3560000,2.00536E+18,2005.2.24,,1,영업/정상,20,영업중,,,,,032 577 6091,,,인천광역시 서구 가정동 517번지 주암프라자,"인천광역시 서구 가정로 350 (가정동, 주암프라자)",404-839,인천서구여성인력개발센터,2023.7.5 16:47,U,2023.7.7 2:40,,171030.9896,446027.7342,법인,무료
452,무료직업소개소,11_50_01_P,3510500,2.00035E+18,2000.6.20,,1,영업/정상,20,영업중,,,,,032 881 6060,,,인천광역시 미추홀구 용현동 624번지 55호 항마스타타워,"인천광역시 미추홀구 아암대로 57, 항마스타타워 3층 (용현동)",22186,인천미추홀여성인력개발센터,2023.2.17 14:56,U,2023.2.19 2:40,,167675.1216,439403.5035,법인,무료
453,무료직업소개소,11_50_01_P,3490000,2.00935E+18,2009.6.8,,1,영업/정상,20,영업중,,,,,032 885 0553,,,인천광역시 중구 항동7가 1번지 51호 인천항운노조 1층,인천광역시 중구 서해대로 387 (항동7가),400-037,인천항인력센터,2021.5.20 19:58,U,2021.5.22 2:40,,167298.2638,439958.8639,법인,무료
454,무료직업소개소,11_50_01_P,3530000,2.01535E+18,2015.1.16,,1,영업/정상,20,영업중,,,,,328883884,,,,"인천광역시 남동구 용천로 208, 702호 (간석동, 인천시사회복지회관)",405-802,(사)인천광역시장애인단체총연합회,2023.7.24 9:37,U,2023.7.26 2:40,,174634.8912,440727.6241,법인,무료
455,무료직업소개소,11_50_01_P,3970000,2.0134E+18,2013.5.24,,1,영업/정상,20,영업중,,,,,221858038,,,,"경기도 과천시 문원로 40 (문원동, 과천시장애인복지관)",427-090,과천시장애인복지관,2023.7.13 10:56,U,2023.7.15 2:40,,200108.1912,436301.5062,법인,무료
456,무료직업소개소,11_50_01_P,3220000,2.01032E+18,2010.2.2,,1,영업/정상,20,영업중,,,,,02  544 8440,,,서울특별시 강남구 역삼동 681번지 43호 강남구비지니스센터 5층호,"서울특별시 강남구 봉은사로 320, 5층 (역삼동, 강남구비지니스센터)",6143,강남구여성능력개발센터,2020.8.26 14:11,U,2020.8.28 2:40,,203639.958,445247.0528,법인,무료
457,무료직업소개소,11_50_01_P,3210000,2.01032E+18,2011.8.22,,1,영업/정상,20,영업중,,,,,02  34609120,,,서울특별시 서초구 양재1동 20번지 17호 산기협회관,"서울특별시 서초구 바우뫼로37길 37 (양재동,산기협회관)",,(사)한국산업기술진흥협회,2023.6.19 9:31,U,2023.6.21 2:40,,203342.4791,442006.8779,법인,무료
458,무료직업소개소,11_50_01_P,3210000,2.01332E+18,2013.1.14,,1,영업/정상,20,영업중,,,,,02  584 4220,,,서울특별시 서초구 서초동 1603-12 대덕빌딩,"서울특별시 서초구 효령로57길 3, 대덕빌딩 2,3층 (서초동)",6643,(사)한국직업상담협회,2022.8.3 13:18,U,2022.8.5 2:40,,201394.0696,442597.4025,법인,무료
459,무료직업소개소,11_50_01_P,3210000,2.01332E+18,2013.12.10,,1,영업/정상,20,영업중,,,,,02  575 3483,,137-132,서울특별시 서초구 양재2동 267번지 3호 한독빌딩 4층,"서울특별시 서초구 마방로10길 18-13, 4층 (양재동)",137-894,(사)국제직업능력개발교류협회,2023.5.22 17:06,U,2023.5.24 2:40,,203764.7486,441536.5566,법인,무료
460,무료직업소개소,11_50_01_P,3210000,2.01432E+18,2014.2.5,,1,영업/정상,20,영업중,,,,,02  577 6388,,137-888,서울특별시 서초구 양재동 7번지 44호,서울특별시 서초구 강남대로30길 73-7 (양재동),137-888,서초구립 양재노인종합복지관 무료직업소개소,2023.2.15 11:21,U,2023.2.17 2:40,,203542.4648,442317.5375,법인,무료
461,무료직업소개소,11_50_01_P,3210000,2.01732E+18,2017.4.5,,1,영업/정상,20,영업중,,,,,6204761,,,,"서울특별시 서초구 명달로 120, 2층 (서초동)",6660,사단법인 세계미래포럼,2020.3.20 16:16,U,2020.3.22 2:40,,200339.0468,442855.5375,법인,무료
462,무료직업소개소,11_50_01_P,3210000,2.01732E+18,2017.4.24,,1,영업/정상,20,영업중,,,,,5816580,,,,"서울특별시 서초구 서초대로54길 45, 2층 (서초동)",6633,사단법인대한노인회서초구지회,2020.3.20 16:15,U,2020.3.22 2:40,,201415.5988,443352.512,법인,무료
463,무료직업소개소,11_50_01_P,3060000,2.01531E+18,2015.11.17,,1,영업/정상,20,영업중,,,,,070 43415814,,,,"서울특별시 중랑구 겸재로9길 45 (면목동, 중랑구노인종합복지회관)",2134,시립중랑노인종합복지관(이랜드복지재단),2023.7.14 10:05,U,2023.7.16 2:40,,206811.223,454017.627,법인,무료
464,무료직업소개소,11_50_01_P,3060000,2.00731E+18,2007.9.28,,1,영업/정상,20,영업중,,,,,02  22081084,,,서울특별시 중랑구 면목동 633-5,서울특별시 중랑구 면목로 299 (면목동),2239,(사)서울시농아인협회 중랑구지회 부설 중랑구수어통역센터,2021.12.27 10:17,U,2021.12.29 2:40,,207586.5901,452995.5762,법인,무료
465,무료직업소개소,11_50_01_P,3010000,1.9983E+18,2012.2.24,,1,영업/정상,20,영업중,,,,,032 469 1251,,405-245,인천광역시 남동구 만수5동 889번지,인천광역시 남동구 구월로 311 (만수동),,(사)한국YWCA연합회후원회  인천YWCA여성인력개발센터,2013.4.1 11:40,I,2018.8.31 23:59,,175652.5966,439334.4628,법인,무료
466,무료직업소개소,11_50_01_P,3030000,2.0133E+18,2013.1.15,,1,영업/정상,20,영업중,,,,,02  424 1350,,,서울특별시 성동구 성수동2가 317번지 4호,"서울특별시 성동구 연무장11길 15, 201호 (성수동2가, 청운재)",133-835,사단법인 한국취업능력개발원,2023.3.30 16:54,U,2023.4.1 2:40,,204993.1902,449015.5296,법인,무료
467,무료직업소개소,11_50_01_P,3030000,2.0153E+18,2011.5.16,,1,영업/정상,20,영업중,,,,,02  745 4900,,,서울특별시 성동구 성수동2가 277-17 성수아카데미타워,"서울특별시 성동구 성수이로 118, 성수아카데미타워 623호 (성수동2가)",4797,사단법인 한국에이치알엠협회,2023.1.18 13:16,U,2023.1.20 2:40,,205039.9071,449216.2237,법인,무료
468,무료직업소개소,11_50_01_P,3030000,2.0153E+18,2015.12.16,,1,영업/정상,20,영업중,,,,,7047052738,,,,"경기도 용인시 기흥구 기흥단지로24번길 46, 502호 (고매동, 씨뉴어하우스)",17086,사단법인 한국에이치알엠협회,2015.12.16 13:25,I,2018.8.31 23:59,,,,법인,무료
469,무료직업소개소,11_50_01_P,3030000,2.0173E+18,2017.12.14,,1,영업/정상,20,영업중,,,,,,,,,"서울특별시 성동구 아차산로7나길 18, 10층 1004호 (성수동2가)",4795,사단법인 한국HRM협회,2020.6.16 14:01,U,2020.6.18 2:40,,,,법인,무료
470,무료직업소개소,11_50_01_P,3030000,2.0183E+18,2018.2.19,,1,영업/정상,20,영업중,,,,,222961282,,,,"서울특별시 성동구 무학로6길 9, 건강가정지원센터 1층 (홍익동)",4707,사단법인 대한노인회 성동구지회,2019.8.5 11:14,U,2019.8.7 2:40,,202680.2472,451472.926,법인,무료
471,무료직업소개소,11_50_01_P,3030000,2.0183E+18,2018.3.28,,1,영업/정상,20,영업중,,,,,232741112,,,,"서울특별시 성동구 성수이로20길 10, (사)한국경비협회회관 5층층 (성수동2가)",4783,사단법인 한국경비협회,2022.7.26 17:22,U,2022.7.28 2:40,,205023.5116,449000.0079,법인,무료
472,무료직업소개소,11_50_01_P,3010000,2.0033E+18,2003.1.8,,1,영업/정상,20,영업중,,,,,02  61912900,,,서울특별시 중구 신당2동 410번지 1호,서울특별시 중구 동호로12길 87 (신당동),,(사)한국외식업중앙회,2023.5.8 15:09,U,2023.5.10 2:40,,200981.1569,450756.9127,법인,무료
473,무료직업소개소,11_50_01_P,3210000,2.00232E+18,2002.11.14,,1,영업/정상,20,영업중,,,,,070 77272521,,137-856,서울특별시 서초구 서초4동 1310번지 10호,서울특별시 서초구 강남대로65길 19 (서초동),,사랑의무료직업안내소,2023.1.2 17:49,U,2023.1.4 2:40,,202051.6904,444184.3133,법인,무료
474,무료직업소개소,11_50_01_P,3210000,2.00732E+18,2007.4.13,,1,영업/정상,20,영업중,,,,,02  34723556,,,서울특별시 서초구 서초동 1505번지 2호,"서울특별시 서초구 명달로 134, 5층 (서초동)",6656,한국장애인재활협회(사) 직업소개소,2022.12.23 10:53,U,2022.12.25 2:40,,200357.5721,443006.8713,법인,무료
475,무료직업소개소,11_50_01_P,3010000,1.9973E+18,1997.4.1,,1,영업/정상,20,영업중,,,,,,,,서울특별시 중구 명동1가 1번지 3호 YWCA연합회,"서울특별시 중구 명동길 73, YWCA연합회 (명동1가)",4538,(사)한국YWCA연합회후원회,2023.5.3 9:12,U,2023.5.5 2:40,,198712.2909,451344.6141,법인,무료
476,무료직업소개소,11_50_01_P,3010000,1.9973E+18,2012.2.24,,1,영업/정상,20,영업중,,,,,062 524 3511,,500-702,광주광역시 북구 유동 107번지 5호 광주YWCA건물,"광주광역시 북구 중가로 43 (유동,광주YWCA건물)",,(사)한국YWCA연합회후원회 광주YWCA,2012.7.11 15:32,I,2018.8.31 23:59,,191278.0905,184520.6068,법인,무료
477,무료직업소개소,11_50_01_P,3030000,2.0033E+18,2003.5.12,,1,영업/정상,20,영업중,,,,,222985132,,,서울특별시 종로구 혜화동 90번지 1호,서울특별시 종로구 창경궁로 296-12 (혜화동),,성동노인종합복지관,2022.12.16 17:22,U,2022.12.18 2:40,,200306.3943,453747.6508,법인,무료
478,무료직업소개소,11_50_01_P,3030000,2.0073E+18,2007.3.15,,1,영업/정상,20,영업중,,,,,02  22159251,,,서울특별시 강동구 암사동 472번지 19  호,서울특별시 강동구 고덕로20길 56 (암사동),,서울특별시립24시간게스트하우스,2020.1.20 10:20,U,2020.1.22 2:40,,211729.3695,450006.1119,법인,무료
479,무료직업소개소,11_50_01_P,3030000,2.0093E+18,2009.9.1,,1,영업/정상,20,영업중,,,,,22943008,,,서울특별시 성동구 마장동 527번지 2호 성동장애인 생활회관 2층,,,기능장애인협회 성동구지부,2023.7.25 10:34,U,2023.7.27 2:40,,202904.3684,452010.9082,법인,무료
480,무료직업소개소,11_50_01_P,3030000,2.0113E+18,2011.10.17,,1,영업/정상,20,영업중,,,,,34529383,,,서울특별시 성동구 홍익동 398번지 4호 신라빌딩4층,서울특별시 성동구 무학로6길 3 (홍익동),133-881,(재)한국지식재산관리재단,2023.7.12 10:47,U,2023.7.14 2:40,,202627.2894,451471.0749,법인,무료
481,무료직업소개소,11_50_01_P,3030000,2.0123E+18,2012.1.13,,1,영업/정상,20,영업중,,,,,222457373,,,서울특별시 성동구 용답동 235번지 10호,서울특별시 성동구 자동차시장1길 81 (용답동),133-850,(사)한국그린서비스협회,2023.7.12 10:46,U,2023.7.14 2:40,,205810.0192,450921.6871,법인,무료
482,무료직업소개소,11_50_01_P,3030000,2.0123E+18,2012.7.16,,1,영업/정상,20,영업중,,,,,233951500,,,서울특별시 성동구 성수동2가 277번지 43호 성수동 아크벨리 5층 506~8호,"서울특별시 성동구 성수이로22길 37, 성수동 아크벨리 5층 506~8호 (성수동2가)",4798,성동여성인력개발센터,2022.12.21 16:36,U,2022.12.23 2:40,,205347.5031,449069.8903,법인,무료
483,무료직업소개소,11_50_01_P,3060000,2.01131E+18,2011.11.23,,1,영업/정상,20,영업중,,,,,02  436 8557,,,서울특별시 중랑구 상봉동 99번지 9호,"서울특별시 중랑구 망우로 319 (상봉동, 대동빌딩)",2098,주식회사 한성취업지원센터,2017.2.20 14:51,I,2018.8.31 23:59,,207677.7294,454995.1825,법인,무료
484,무료직업소개소,11_50_01_P,3060000,2.01131E+18,2011.11.23,,1,영업/정상,20,영업중,,,,,34091948,,,서울특별시 중랑구 상봉동 130-5 대림빌딩,"서울특별시 중랑구 망우로32길 20, 대림빌딩 3층 (상봉동)",2120,중랑여성인력개발센터,2023.5.19 14:35,U,2023.5.21 2:40,,206688.197,454522.7102,법인,무료
485,무료직업소개소,11_50_01_P,3060000,2.01231E+18,2012.12.5,,1,영업/정상,20,영업중,,,,,02  22369081,,,서울특별시 중랑구 중화동 286-22 청원다미소아파트,"서울특별시 중랑구 동일로136길 10, 301호 (중화동, 청원다미소아파트)",2051,사)한국신장장애인협회무료직업소개소,2022.7.13 16:10,U,2022.7.15 2:40,,206994.1541,455522.9296,법인,무료
486,무료직업소개소,11_50_01_P,3010000,2.0073E+18,2007.9.28,,1,영업/정상,20,영업중,,,,,,,,전라남도 순천시 연향동 1515번지 57통 2반 중흥파크S클래스빌 502동 1803호,"전라남도 순천시 기적의도서관2길 51, 502동 1803호 (연향동,중흥파크S클래스빌)",,순천여성인력개발센터,2007.9.28 10:13,I,2018.8.31 23:59,,248158.1714,160694.6648,개인,무료
487,무료직업소개소,11_50_01_P,3010000,2.0163E+18,2016.9.8,,1,영업/정상,20,영업중,,,,,02  22683015,,,서울특별시 중구 충무로3가 57번지 8호 한영빌딩,"서울특별시 중구 퇴계로27길 28, 한영빌딩 4층 402호 (충무로3가)",4554,(사)세계태권도연합재단,2018.7.4 12:39,I,2018.8.31 23:59,,199189.7862,451121.3423,법인,무료
488,무료직업소개소,11_50_01_P,3010000,2.0163E+18,2010.9.8,,1,영업/정상,20,영업중,,,,,02  519 2122,,,서울특별시 중구 다동 111번지 국제빌딩 9층,"서울특별시 중구 남대문로 109, 9층 (다동, 국제빌딩)",4522,건설근로자공제회,2023.2.8 14:48,U,2023.2.10 2:40,,198365.141,451631.1876,법인,무료
489,무료직업소개소,11_50_01_P,3010000,2.0163E+18,2016.11.9,,1,영업/정상,20,영업중,,,,,02  21288312,,,서울특별시 중구 태평로1가 25번지 한국프레스센터,"서울특별시 중구 세종대로 124, 한국프레스센터 4,5층 (태평로1가)",4520,서민금융진흥원,2023.6.8 17:14,U,2023.6.10 2:40,,197964.0955,451694.0357,법인,무료
