번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총직원수,본사직원수,공장사무직직원수,공장판매직직원수,공장생산직직원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지
393,식용얼음판매업,07_22_21_P,4060000,4060000-111-1978-00003,1978.7.28,,3,폐업,2,폐업,2005.3.16,,,,3109520625,0,413-863,경기도 파주시 파주읍 연풍리 294-0,,,대성빙고,2005.3.11 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,,,,,,,0,0,0,0,,0,0,N,0,,,
394,식용얼음판매업,07_22_21_P,4060000,4060000-111-1995-00005,1995.7.21,,3,폐업,2,폐업,2002.9.2,,,,3109445834,0,413-800,경기도 파주시 금촌동 47-5 1층,,,삼오얼음,2001.7.26 0:00,I,2018.8.31 23:59,식용얼음판매업,180071.5312,473512.4904,식용얼음판매업,,,,,,,0,0,0,0,,0,0,N,0,,,
395,식용얼음판매업,07_22_21_P,4060000,4060000-111-2000-00006,2000.2.25,,3,폐업,2,폐업,2008.2.21,,,,,673.2,413-040,경기도 파주시 야동동 390-105 외 1필지,,,미래얼음,2001.12.5 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,,,,,,,0,0,0,0,,0,0,N,0,,,
396,식용얼음판매업,07_22_21_P,4060000,4060000-111-2000-00007,2000.6.21,,3,폐업,2,폐업,2006.5.1,,,,3109456693,26.45,413-823,경기도 파주시 조리읍 봉일천리 155-4,,,한국유통,2005.11.8 0:00,I,2018.8.31 23:59,식용얼음판매업,182889.8639,471195.0524,식용얼음판매업,,,,,,,0,0,0,0,,,,N,0,,,
397,식용얼음판매업,07_22_21_P,4060000,4060000-111-2000-00008,2000.6.21,,3,폐업,2,폐업,2005.6.4,,,,3109620204,26.45,413-826,경기도 파주시 금촌동 948-11,,,파주어름,2005.3.14 0:00,I,2018.8.31 23:59,식용얼음판매업,180165.4255,472864.7547,식용얼음판매업,,,,,,,0,0,0,0,,,,N,0,,,
398,식용얼음판매업,07_22_21_P,4060000,4060000-111-2002-00001,2002.6.7,,3,폐업,2,폐업,2005.2.21,,,,9528283,,413-874,경기도 파주시 법원읍 대능리 78-1,,,k-마트,2002.6.7 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,,,,,상수도전용,,0,0,0,0,임대,,,N,0,,,
399,식용얼음판매업,07_22_21_P,4060000,4060000-111-2003-00001,2003.3.19,,3,폐업,2,폐업,2008.4.17,,,,031 9412260,8.2,413-819,경기도 파주시 금촌동 468-3,,,상신,2003.4.9 0:00,I,2018.8.31 23:59,식용얼음판매업,179523.5311,473487.1093,식용얼음판매업,,,,,,,0,0,0,0,자가,0,0,N,0,,,
400,식용얼음판매업,07_22_21_P,4060000,4060000-111-2005-00001,2005.5.4,,3,폐업,2,폐업,2015.4.27,,,,031 9588233,10,413-874,"경기도 파주시 법원읍 대능리 78-1 ,70-23,70-2",,,H-마트,2015.4.24 13:59,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,,,,,상수도전용,,0,0,0,0,,0,0,N,0,,,
401,식용얼음판매업,07_22_21_P,4060000,4060000-111-2006-00001,2006.5.4,,3,폐업,2,폐업,2006.5.18,,,,031 9471025,6.6,413-823,경기도 파주시 조리읍 봉일천리 155-4 외3필지(1층),,,금강수산,2006.5.4 0:00,I,2018.8.31 23:59,식용얼음판매업,182889.8639,471195.0524,식용얼음판매업,,,,,,,0,0,0,0,임대,0,0,N,0,,,
402,식용얼음판매업,07_22_21_P,4060000,4060000-111-2010-00001,2010.5.10,,3,폐업,2,폐업,2018.10.22,,,,3180711113,15,,,"경기도 파주시 명동길 10, 1층 (금촌동)",10928,제일수산,2018.10.23 9:20,U,2018.10.25 2:37,식용얼음판매업,179756.1275,473450.3212,식용얼음판매업,,,,,상수도전용,,,,1,,임대,,,N,0,,,
403,식용얼음판매업,07_22_21_P,3830000,3830000-111-1991-00001,1991.7.27,,3,폐업,2,폐업,2010.9.16,,,,4686896,8.1,430-840,경기도 안양시 만안구 안양동 857-11 1층,,,대일얼음,2009.4.10 14:41,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,0,0,,,,,0,0,0,0,,,,N,0,,,
404,식용얼음판매업,07_22_21_P,3830000,3830000-111-1992-00002,1992.9.7,,3,폐업,2,폐업,2019.9.4,,,,4498355,13.76,430-832,경기도 안양시 만안구 안양동 676-170,,,중앙얼음,2019.10.1 14:57,U,2019.10.3 2:40,식용얼음판매업,,,식용얼음판매업,0,0,,,,,0,0,0,0,,0,0,N,0,,,
405,식용얼음판매업,07_22_21_P,3830000,3830000-111-1993-00001,1993.4.24,,3,폐업,2,폐업,2019.9.4,,,,4443461,12.76,430-843,경기도 안양시 만안구 안양동 1024-1 뉴골든A. 상가1층마호,,,경기얼음,2019.10.1 14:49,U,2019.10.3 2:40,식용얼음판매업,,,식용얼음판매업,0,0,,,,,0,0,0,0,,0,0,N,0,,,
406,식용얼음판매업,07_22_21_P,3830000,3830000-111-1993-00002,,,3,폐업,2,폐업,2002.4.8,,,,4534641,0,431-849,경기도 안양시 동안구 호계동 970-19,,,군포얼음,2001.10.29 0:00,I,2018.8.31 23:59,식용얼음판매업,196117.8629,429545.4818,식용얼음판매업,0,0,,,,,0,0,0,0,,0,0,N,0,,,
407,식용얼음판매업,07_22_21_P,3830000,3830000-111-1993-00003,1993.7.5,,3,폐업,2,폐업,2000.9.28,,,,4435151,0,430-846,경기도 안양시 만안구 박달동 30-35 지상1층,,,안양얼음,2001.7.28 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,0,0,,,,,0,0,0,0,,0,0,N,0,,,
408,식용얼음판매업,07_22_21_P,3830000,3830000-111-1994-00003,1994.5.14,,3,폐업,2,폐업,1997.5.22,,,,4414 848,0,430-724,경기도 안양시 만안구 안양동 857-11,,,만안얼음,2001.10.9 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,0,0,,,,,0,0,0,0,,0,0,N,0,,,
409,식용얼음판매업,07_22_21_P,3830000,3830000-111-1976-00001,1976.5.19,,3,폐업,2,폐업,2002.1.14,,,,,0,430-833,경기도 안양시 만안구 안양동 689-49,,,안양얼음집,1999.10.25 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,0,0,,,,,0,0,0,0,,0,0,N,0,,,
410,식용얼음판매업,07_22_21_P,3830000,3830000-111-1976-00002,1976.5.27,,3,폐업,2,폐업,2018.3.15,,,,031 442 0056,16.07,430-832,경기도 안양시 만안구 안양동 711-7,경기도 안양시 만안구 냉천로203번길 6 (안양동),14002,안양얼음,2018.3.15 17:59,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,0,0,,,,,0,0,0,0,,0,0,N,0,,,
411,식용얼음판매업,07_22_21_P,3830000,3830000-111-1979-00001,1979.1.24,,3,폐업,2,폐업,2008.4.24,,,,,10.81,431-822,경기도 안양시 동안구 비산동 541-24,,,충남얼음집,2001.7.28 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,0,0,,,,,0,0,0,0,,0,0,N,0,,,
412,식용얼음판매업,07_22_21_P,3830000,3830000-111-1981-00001,1981.9.30,,3,폐업,2,폐업,1996.11.16,,,,,0,430-724,경기도 안양시 만안구 안양동 622-119,,,평양얼음집,2001.10.9 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,0,0,,,,,0,0,0,0,,0,0,N,0,,,
413,식용얼음판매업,07_22_21_P,3830000,3830000-111-2000-00005,2000.4.10,,3,폐업,2,폐업,2019.9.4,,,,4483282,18.5,430-824,경기도 안양시 만안구 안양동 523-4,경기도 안양시 만안구 수리산로18번길 58 (안양동),14092,새로나,2019.10.1 14:54,U,2019.10.3 2:40,식용얼음판매업,,,식용얼음판매업,0,0,,,,,0,0,0,0,,0,0,N,0,,,
414,식용얼음판매업,07_22_21_P,3830000,3830000-111-2001-00001,2001.4.3,,3,폐업,2,폐업,2019.9.4,,,,314423105,21.32,430-856,경기도 안양시 만안구 안양동 488-9,경기도 안양시 만안구 수리산로 5 (안양동),14089,후다닥,2019.10.1 14:51,U,2019.10.3 2:40,식용얼음판매업,,,식용얼음판매업,0,0,,,,,0,0,0,0,,0,0,N,0,,,
415,식용얼음판매업,07_22_21_P,3830000,3830000-111-2003-00001,2003.7.16,,3,폐업,2,폐업,2009.7.29,,,,031 4451964,,430-832,경기도 안양시 만안구 안양동 711-7,,,안양얼음,2003.7.16 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,,,,,,,0,0,0,0,,,,N,0,,,
416,식용얼음판매업,07_22_21_P,3830000,3830000-111-2005-00001,2005.7.15,,3,폐업,2,폐업,2008.12.15,,,,031 4461800,,430-846,경기도 안양시 만안구 박달동 22-13,,,"동아석유,얼음",2008.12.15 13:20,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,,,,,,,0,0,0,0,,,,N,0,,,
417,식용얼음판매업,07_22_21_P,3830000,3830000-111-1995-00001,1995.2.25,,3,폐업,2,폐업,2001.5.10,,,,,0,431-847,경기도 안양시 동안구 비산동 1020-9,,,하나평촌얼음,2001.10.9 0:00,I,2018.8.31 23:59,식용얼음판매업,195333.9699,433855.7983,식용얼음판매업,0,0,,,,,0,0,0,0,,0,0,N,0,,,
418,식용얼음판매업,07_22_21_P,3830000,3830000-111-1996-00003,,,3,폐업,2,폐업,2009.3.31,,,,4214493,16.43,431-070,경기도 안양시 동안구 평촌동 132-5,,,한미얼음,2004.10.19 0:00,I,2018.8.31 23:59,식용얼음판매업,197735.7761,431984.3464,식용얼음판매업,0,0,,,,,0,0,0,0,,0,0,N,0,,,
419,식용얼음판매업,07_22_21_P,3830000,3830000-111-1996-00017,1996.7.1,,3,폐업,2,폐업,2001.3.27,,,,4452405,0,430-829,경기도 안양시 만안구 안양동 622-378,,,시장얼음,2001.3.27 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,0,0,,,,,0,0,0,0,,0,0,N,0,,,
420,식용얼음판매업,07_22_21_P,3830000,3830000-111-1997-00015,1997.5.6,,3,폐업,2,폐업,2001.11.7,,,,4736988,0,430-811,경기도 안양시 만안구 석수동 769-11,,,동화얼음,1999.10.25 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,0,0,,,,,0,0,0,0,,0,0,N,0,,,
421,식용얼음판매업,07_22_21_P,3830000,3830000-111-1997-00018,1997.6.13,,3,폐업,2,폐업,2005.9.14,,,,4466294,13.5,430-800,경기도 안양시 만안구 박달동 13-3,,,대한얼음,1999.10.25 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,0,0,,,,,0,0,0,0,,0,0,N,0,,,
422,식용얼음판매업,07_22_21_P,3830000,3830000-111-2000-00006,2000.2.7,,3,폐업,2,폐업,2006.1.16,,,,,,431-744,경기도 안양시 동안구 평촌동 897-7 초원럭키아파트 101호,,,임선열,2006.1.16 0:00,I,2018.8.31 23:59,식용얼음판매업,197150.3622,431908.8206,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
423,식용얼음판매업,07_22_21_P,5590000,5590000-111-2001-00001,2001.5.8,,3,폐업,2,폐업,2004.8.31,,,,031 8630646,0,482-050,경기도 양주시 덕계동 448-1,,,덕계얼음,2002.7.2 0:00,I,2018.8.31 23:59,식용얼음판매업,204279.0934,479909.6435,식용얼음판매업,,,,,,,0,0,0,0,,,,N,0,,,
424,식용얼음판매업,07_22_21_P,5590000,5590000-111-2013-00001,2013.4.22,,3,폐업,2,폐업,2013.12.3,,,,,13.3,482-861,경기도 양주시 은현면 도하리 437-1 나동(일부),경기도 양주시 은현면 삼일로342번길 240 (나동(일부)),11432,씨에스(CS),2013.5.6 12:01,I,2018.8.31 23:59,식용얼음판매업,200172.9813,482782.6477,식용얼음판매업,,,,,,,,,,,자가,,,N,0,,,
425,식용얼음판매업,07_22_21_P,4070000,4070000-111-1997-00003,1997.8.7,,3,폐업,2,폐업,2014.6.30,,,,031 6452004,,467-901,경기도 이천시 장호원읍 이황리 17 정보학교,,,정보학교,2021.11.24 13:35,U,2021.11.26 2:40,식용얼음판매업,,,식용얼음판매업,0,0,,,,0,0,0,0,0,,0,0,N,0,,,
426,식용얼음판매업,07_22_21_P,4070000,4070000-111-1994-00001,1994.7.29,,3,폐업,2,폐업,2008.11.5,,,,,,467-801,경기도 이천시 중리동 451-11,,,새로나식품,2001.10.18 0:00,I,2018.8.31 23:59,식용얼음판매업,239115.2419,419404.2315,식용얼음판매업,,,,,상수도전용,,,,,,,,,N,0,,,
427,식용얼음판매업,07_22_21_P,4070000,4070000-111-1994-00002,1994.7.29,,3,폐업,2,폐업,2018.1.8,,,,,10.8,467-020,경기도 이천시 관고동 10-13,경기도 이천시 중리천로31번길 22 (관고동),17368,협동식품,2018.1.8 13:40,I,2018.8.31 23:59,식용얼음판매업,238981.9597,419964.5353,식용얼음판매업,,,,,상수도전용,,0,0,0,0,,,,N,0,,,
428,식용얼음판매업,07_22_21_P,4070000,4070000-111-1997-00001,1997.4.22,,3,폐업,2,폐업,1999.8.31,,,,031 6415008,,467-901,경기도 이천시 장호원읍 장호원리 48,,,경기약국,2003.9.30 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
429,식용얼음판매업,07_22_21_P,4070000,4070000-111-1997-00002,1997.5.31,,3,폐업,2,폐업,2014.6.30,,,,031 5859459,,467-901,경기도 이천시 장호원읍 이황리 17 1919부대,,,복지근무지원단,2003.9.30 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
430,식용얼음판매업,07_22_21_P,3910000,3910000-111-1979-00001,1979.3.23,,3,폐업,2,폐업,2008.8.22,,,,,,450-040,"경기도 평택시 통복동 66-3 ,7",,,대우얼읍집,2002.5.20 0:00,I,2018.8.31 23:59,식용얼음판매업,207359.0138,388530.7893,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
431,식용얼음판매업,07_22_21_P,3910000,3910029-111-1981-00001,1981.9.30,,3,폐업,2,폐업,2006.7.18,,,,6664721,,459-821,경기도 평택시 신장동 44,,,동아얼음,2001.10.15 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
432,식용얼음판매업,07_22_21_P,3910000,3910029-111-1993-00001,1993.5.27,,3,폐업,2,폐업,2002.12.20,,,,6671818,,459-110,경기도 평택시 지산동 756-74,,,남극얼음,2002.12.27 0:00,I,2018.8.31 23:59,식용얼음판매업,205035.5848,397710.2639,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
433,식용얼음판매업,07_22_21_P,3910000,3910000-111-1993-00001,1993.7.3,,3,폐업,2,폐업,2007.1.30,,,,,,450-831,경기도 평택시 합정동 743,,,신속얼음,2002.5.20 0:00,I,2018.8.31 23:59,식용얼음판매업,208339.3328,387918.4481,식용얼음판매업,,,,,,,0,0,0,0,,,,N,0,,,
434,식용얼음판매업,07_22_21_P,3910000,3910038-111-1994-00001,1994.5.17,,3,폐업,2,폐업,2019.1.17,,,,031 6812253,,451-885,경기도 평택시 안중읍 현화리 18-2,,,협진얼음,2019.1.17 10:06,U,2019.1.19 2:40,식용얼음판매업,193466.8371,387110.9767,식용얼음판매업,,,,,,,0,0,0,0,,,,N,0,,,
435,식용얼음판매업,07_22_21_P,3910000,3910029-111-1996-00001,1996.6.24,,3,폐업,2,폐업,2009.4.6,,,,6680411,,459-110,경기도 평택시 지산동 756-74,,,지산얼음,2001.10.15 0:00,I,2018.8.31 23:59,식용얼음판매업,205035.5848,397710.2639,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
436,식용얼음판매업,07_22_21_P,3910000,3910000-111-1997-00001,1997.2.25,,3,폐업,2,폐업,2007.1.24,,,,031 6579776,17.39,450-040,경기도 평택시 통복동 30-2,,,시대얼음집,2005.10.11 0:00,I,2018.8.31 23:59,식용얼음판매업,207835.2749,388725.9219,식용얼음판매업,,,,,,,0,0,0,0,,,,N,0,,,
437,식용얼음판매업,07_22_21_P,3910000,3910029-111-1997-00001,1997.4.26,,3,폐업,2,폐업,2007.1.31,,,,6664721,,459-110,경기도 평택시 지산동 745-8,,,신동아얼음,2001.10.15 0:00,I,2018.8.31 23:59,식용얼음판매업,205020.1621,397813.1791,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
438,식용얼음판매업,07_22_21_P,3910000,3910029-111-1997-00002,1997.4.26,,3,폐업,2,폐업,2002.12.20,,,,6661144,,459-813,경기도 평택시 서정동 837-15,,,상일얼음,2002.12.27 0:00,I,2018.8.31 23:59,식용얼음판매업,205060.02,396145.5801,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
439,식용얼음판매업,07_22_21_P,3910000,3910029-111-2000-00001,2000.1.18,,3,폐업,2,폐업,2002.8.5,,,,6669111,,459-822,경기도 평택시 신장동 353-1,,,수정얼음,2001.10.15 0:00,I,2018.8.31 23:59,식용얼음판매업,204318.018,397986.2779,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
440,식용얼음판매업,07_22_21_P,3910000,3910038-111-2000-00001,2000.6.28,,3,폐업,2,폐업,2003.4.15,,,,031 6833600,,451-885,경기도 평택시 안중읍 현화리 60,,,현화에너지,2001.8.17 0:00,I,2018.8.31 23:59,식용얼음판매업,193326.9228,387181.5116,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
441,식용얼음판매업,07_22_21_P,3910000,3910000-111-2001-00001,2001.9.18,,3,폐업,2,폐업,2008.6.23,,,,031654 1463,,450-830,경기도 평택시 합정동 590-1,,,중앙얼음,2007.5.16 0:00,I,2018.8.31 23:59,식용얼음판매업,208124.2559,387449.9887,식용얼음판매업,,,,,,,0,0,0,0,,,,N,0,,,
442,식용얼음판매업,07_22_21_P,3910000,3910029-111-2004-00001,2004.8.4,,3,폐업,2,폐업,2021.1.27,,,,031 6662662,21.6,459-812,경기도 평택시 서정동 313-22,경기도 평택시 서정역로47번길 2 (서정동),17779,서정리얼음,2021.1.27 9:40,U,2021.1.29 2:40,식용얼음판매업,204820.9276,395155.382,식용얼음판매업,,,,,상수도전용,,0,0,0,0,자가,0,0,N,0,,,
443,식용얼음판매업,07_22_21_P,3910000,3910000-111-2007-00001,2007.7.3,,3,폐업,2,폐업,2008.3.13,,,,031 6920059,68.21,450-040,경기도 평택시 통복동 92-7,,,청정얼음,2007.7.5 0:00,I,2018.8.31 23:59,식용얼음판매업,207571.028,388403.103,식용얼음판매업,,,,,상수도전용,,0,0,0,0,임대,0,0,N,0,,,
444,식용얼음판매업,07_22_21_P,3910000,3910029-111-2009-00001,2009.4.8,,3,폐업,2,폐업,2010.7.1,,,,031 668 0411,14.28,459-110,경기도 평택시 지산동 756-74,,,지산얼음,2009.4.8 15:50,I,2018.8.31 23:59,식용얼음판매업,205035.5848,397710.2639,식용얼음판매업,,,,,상수도전용,,,,,,임대,,,N,0,,,
445,식용얼음판매업,07_22_21_P,3020000,3020000-111-1989-00001,1989.7.13,,3,폐업,2,폐업,2008.10.30,,,,,,140-882,서울특별시 용산구 한강로3가 63-103,,,한강얼음,2007.3.13 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
446,식용얼음판매업,07_22_21_P,3020000,3020000-111-1998-00001,1998.3.6,,3,폐업,2,폐업,2002.4.29,,,,,,140-858,서울특별시 용산구 이태원동 132-8,,,태평얼음,2002.4.29 0:00,I,2018.8.31 23:59,식용얼음판매업,199522.9449,447884.6906,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
447,식용얼음판매업,07_22_21_P,3020000,3020000-111-1998-00002,1998.8.6,,3,폐업,2,폐업,2008.8.12,,,,,,140-132,서울특별시 용산구 청파동2가 53-12,,,두산음료,2002.9.2 0:00,I,2018.8.31 23:59,식용얼음판매업,196831.4618,449320.3704,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
448,식용얼음판매업,07_22_21_P,3020000,3020000-111-1999-00352,1999.10.14,,3,폐업,2,폐업,2001.8.23,,,,02 7143350,9.9,140-832,서울특별시 용산구 용문동 41-20,,,용문얼음,2001.8.23 0:00,I,2018.8.31 23:59,식용얼음판매업,196403.6756,448234.5569,식용얼음판매업,0,0,기타,자율,,,,,,,,,,N,0,,,
449,식용얼음판매업,07_22_21_P,3020000,3020000-111-2002-00001,2002.1.25,,3,폐업,2,폐업,2002.1.25,,,,,,140-895,서울특별시 용산구 한남동 732-21,,,털보상사,2002.1.25 0:00,I,2018.8.31 23:59,식용얼음판매업,199721.2461,447901.7405,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
450,식용얼음판매업,07_22_21_P,3020000,3020000-111-2006-00001,2006.11.9,,3,폐업,2,폐업,2006.11.9,,,,,,140-892,서울특별시 용산구 한남동 683-52,,,대왕얼음,2006.11.10 0:00,I,2018.8.31 23:59,식용얼음판매업,200017.031,448190.0336,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
451,식용얼음판매업,07_22_21_P,3030000,3030000-111-2009-00001,2009.5.21,,3,폐업,2,폐업,2015.12.28,,,,02  34090189,15.36,133-822,서울특별시 성동구 성수동1가 13-137 지상1층,"서울특별시 성동구 상원길 50-15 (성수동1가,지상1층)",4790,삼성유통,2015.12.28 10:34,I,2018.8.31 23:59,식용얼음판매업,204228.3457,449615.6646,식용얼음판매업,,,,,,,0,0,0,0,,,,N,0,,,
452,식용얼음판매업,07_22_21_P,3030000,3030000-111-1976-00509,1976.1.16,,3,폐업,2,폐업,2007.5.29,,,,02   00000,15.3,133-834,서울특별시 성동구 성수동2가 289-205,,,성낙어름,2001.12.28 0:00,I,2018.8.31 23:59,식용얼음판매업,204866.4492,449600.2069,식용얼음판매업,1,0,기타,지도,상수도전용,,0,0,0,0,,,,N,0,,,
453,식용얼음판매업,07_22_21_P,3030000,3030000-111-1969-00501,1969.8.4,,3,폐업,2,폐업,2000.11.30,,,,02 2943289,0,133-872,서울특별시 성동구 행당동 298-1,,,행당,2001.12.28 0:00,I,2018.8.31 23:59,식용얼음판매업,202789.4184,450964.5707,식용얼음판매업,1,0,주택가주변,지도,상수도전용,,0,0,0,0,,,,N,0,,,
454,식용얼음판매업,07_22_21_P,3030000,3030000-111-1986-00488,1986.5.3,,3,폐업,2,폐업,1991.11.30,,,,02 2121321,0,133-848,서울특별시 성동구 용답동 54-1,,,인천상회,2001.9.25 0:00,I,2018.8.31 23:59,식용얼음판매업,204534.2982,451321.8797,식용얼음판매업,1,0,주택가주변,지도,상수도전용,,,,,,,,,N,0,,,
455,식용얼음판매업,07_22_21_P,3030000,3030000-111-1969-00502,1969.8.7,,3,폐업,2,폐업,2000.11.30,,,,02 2942414,3.84,133-815,서울특별시 성동구 마장동 762-26,,,마장빙고,2001.12.28 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,1,0,기타,지도,상수도전용,,0,0,0,0,,,,N,0,,,
456,식용얼음판매업,07_22_21_P,3030000,3030000-111-1986-00489,1986.5.3,,3,폐업,2,폐업,1997.11.18,,,,02   00000,0,133-924,서울특별시 성동구 성수동1가 656-935,,,대성상회,2001.9.25 0:00,I,2018.8.31 23:59,식용얼음판매업,203844.9913,449435.1964,식용얼음판매업,1,0,주택가주변,지도,상수도전용,,,,,,,,,N,0,,,
457,식용얼음판매업,07_22_21_P,3030000,3030000-111-1990-00001,1990.11.7,,3,폐업,2,폐업,2006.10.2,,,,,9.18,133-816,서울특별시 성동구 마장동 815-3,,,사근빙고,2001.12.28 0:00,I,2018.8.31 23:59,식용얼음판매업,203575.657,451303.7238,식용얼음판매업,,,,,상수도전용,,0,0,0,0,,,,N,0,,,
458,식용얼음판매업,07_22_21_P,3030000,3030000-111-1973-00518,1973.4.25,,3,폐업,2,폐업,1996.2.27,,,,02 2921134,0,133-872,서울특별시 성동구 행당동 298-1,,,성동빙고,2001.9.25 0:00,I,2018.8.31 23:59,식용얼음판매업,202789.4184,450964.5707,식용얼음판매업,1,0,주택가주변,지도,상수도전용,,,,,,,,,N,0,,,
