시설명,시설코드,시설종류명(시설유형),시설종류상세명(시설종류),자치구(시)구분,시설장명,시군구코드,시군구명,시설주소,정원(수용인원),현인원,전화번호,우편번호
서울중심지역아동센터,B9709,(아동) 지역아동센터,아동복지시설,자치구,유영미,1174000000,강동구,"서울특별시 강동구 천호대로162길34, 215호 (성내동)",43,43,24881067,5384
달마학교지역아동센터,B9711,(아동) 지역아동센터,아동복지시설,자치구,마선주,1120000000,성동구,서울특별시 성동구 성덕정길58 (성수동1가) 동현빌딩 4층,49,36,02-462-2289,4775
홍제주원지역아동센터,B9715,(아동) 지역아동센터,아동복지시설,자치구,김영수,1141000000,서대문구,서울특별시 서대문구 홍제원6길4 (홍제동),31,31,02-396-4483,3632
부림지역아동센터,B9728,(아동) 지역아동센터,아동복지시설,자치구,김영미,1138000000,은평구,서울특별시 은평구 연서로37길 51 (불광동),25,24,23879661,3343
사랑지역아동센터,B9730,(아동) 지역아동센터,아동복지시설,자치구,임서연,1129000000,성북구,서울특별시 성북구 솔샘로 25 (정릉동),49,49,070-7206-6018,2708
우리들의공부방,B9734,(아동) 지역아동센터,아동복지시설,자치구,홍예진,1162000000,관악구,서울특별시 관악구 남부순환로 15352층 (신림동)(신림동),40,34,28848093,8762
베타니아,B9738,(아동) 공동생활가정,아동복지시설,자치구,이선중,1129000000,성북구,"서울특별시 성북구 동소문로15길동소문로 15길 99, 122동 1002호 (동소문동7가)",7,7,29533827,2830
동작지역아동센터,B9747,(아동) 지역아동센터,아동복지시설,자치구,진영순,1159000000,동작구,"서울특별시 동작구 국사봉길18 (신대방동), 3층",24,22,28215880,7053
밝은지역아동센터,B9749,(아동) 지역아동센터,아동복지시설,자치구,박웅서,1150000000,강서구,"서울특별시 강서구 양천로17길26-2, 1층 (방화동)",26,26,02-2665-1995,7517
해오름지역아동센터,B9763,(아동) 지역아동센터,아동복지시설,자치구,김숙현,1159000000,동작구,서울특별시 동작구 상도동210번지 375호,29,29,28227171,7037
동화나라,B9786,(아동) 지역아동센터,아동복지시설,자치구,이경희,1159000000,동작구,"서울특별시 동작구 사당로 164-1A동 202호 (사당동, 남성골든빌아파트)",27,24,234736709,7030
구로구공립지역아동센터,B9794,(아동) 지역아동센터,아동복지시설,자치구,최형묵,1153000000,구로구,"서울특별시 구로구 천왕로32, 306, 307호 (천왕동, 천왕에이스프라자 3충)",35,33,02-2615-9060,8365
은혜의 집,B9798,(아동) 공동생활가정,아동복지시설,자치구,김용순,1129000000,성북구,"서울특별시 성북구 북악산로북악산로 913, 101동 103호 (돈암동)풍림A101-103",7,4,222565060,2808
영광지역아동센터,B9809,(아동) 지역아동센터,아동복지시설,자치구,장혜윤,1132000000,도봉구,서울특별시 도봉구 노해로41가길 17-0마천동,33,26,02-906-1555,1380
예사랑청소년지역아동센터,B9824,(아동) 지역아동센터,아동복지시설,자치구,윤선영,1159000000,동작구,서울특별시 동작구 장승배기로10가길124 (상도동),35,34,7048483067,6966
열린지역아동센터,B9838,(아동) 지역아동센터,아동복지시설,자치구,정정희,1126000000,중랑구,서울특별시 중랑구 용마산로 5314층 (망우동),25,25,24352151,2165
아름다운 땅 지역아동센터,B9843,(아동) 지역아동센터,아동복지시설,자치구,이정림,1130500000,강북구,"서울특별시 강북구 오현로194, 3층(번동)",29,28,070-7767-9090,142600
안수인 지역아동센터,B9851,(아동) 지역아동센터,아동복지시설,자치구,조윤주,1154500000,금천구,"서울특별시 금천구 시흥대로26길9, 2층 (시흥동)",29,27,02-892-4359,153600
생각의숲 지역아동센터 ,B9865,(아동) 지역아동센터,아동복지시설,자치구,남경애,1159000000,동작구,서울특별시 동작구 성대로29길 60-0 (상도동)60 (상도동),21,21,02-3280-0922,6961
밝은미래 아동상담소,B9888,(아동) 아동상담소,아동복지시설,자치구,윤호순,1114000000,중구,서울특별시 중구 다산로12길 39 (신당동),20,20,222367935,100699
서울특별시 꿈나무마을 초록꿈터,B9895,(아동) 아동양육시설,아동복지시설,자치구,김영수,1138000000,은평구,서울특별시 은평구 백련산로14길20-11 (응암동),300,169,23512018,122600
꽃가람,B9896,(아동) 공동생활가정,아동복지시설,자치구,오순,1121500000,광진구,"서울특별시 광진구 자양로44길 141-320비호 (구의동, 대림아트빌리지)",5,4,02-455-9302,4959
서울특별시 꿈나무마을 파란꿈터,B9898,(아동) 아동양육시설,아동복지시설,자치구,강효봉,1138000000,은평구,서울특별시 은평구 백련산로14길20-11 (응암동),300,62,23512001,122600
서울특별시 꿈나무마을 연두꿈터,B9900,(아동) 아동양육시설,아동복지시설,자치구,정현숙,1138000000,은평구,서울특별시 은평구 백련산로14길20-11 (응암동),50,48,02-351-2261,122600
젬마지역아동센터,B9903,(아동) 지역아동센터,아동복지시설,자치구,남상온,1159000000,동작구,서울특별시 동작구 상도1동572번지,22,21,02-822-1424,6912
숲과나무지역아동센터,B9930,(아동) 지역아동센터,아동복지시설,자치구,정혜윤,1174000000,강동구,"서울특별시 강동구 올림픽로98길25, 3층 (암사동)",35,31,02-481-7179,134600
꿈터,B9939,(아동) 공동생활가정,아동복지시설,자치구,허여정,1159000000,동작구,"서울특별시 동작구 양녕로22라길 23401호 (상도동, 미경빌라)",5,4,28352924,7038
양지지역아동센터,B9961,(아동) 지역아동센터,아동복지시설,자치구,김성식,1162000000,관악구,서울특별시 관악구 남부순환로 16952층 (봉천동)(봉천동),35,31,02-877-6130,8756
큰미래지역아동센터,B9967,(아동) 지역아동센터,아동복지시설,자치구,최화순,1150000000,강서구,"서울특별시 강서구 방화대로23길49-5, 1층 (공항동)",19,19,02-6487-8292,157650
구립푸르름지역아동센터,B9971,(아동) 지역아동센터,아동복지시설,자치구,서지연,1156000000,영등포구,서울특별시 영등포구 영등포로64길 15 (신길동) 소통관 1층,31,31,02-841-0818,7317
홀트일시보호소,B9985,(아동) 아동일시보호시설,아동복지시설,자치구,김혜성,1144000000,마포구,서울특별시 마포구 양화로1길22 (합정동),15,0,269385530,121600
새로핌지역아동센터,B9995,(아동) 지역아동센터,아동복지시설,자치구,윤미숙,1141000000,서대문구,"서울특별시 서대문구 증가로118, 2층 (남가좌동)",26,26,02-6015-6339,120650
구립공릉행복지역아동센터,B9999,(아동) 지역아동센터,아동복지시설,자치구,정주혜,1135000000,노원구,"서울특별시 노원구 동일로179길 22-03층 (공릉동, 공릉행복발전소)",35,29,02-976-3824,1857
대린원,C0001,(장애인) 장애유형별거주시설,장애인거주시설,자치구,임은희,1135000000,노원구,서울특별시 노원구 동일로248길 30(상계1동),54,31,02-939-2298,1623
동천의집,C0003,(장애인) 장애유형별거주시설,장애인거주시설,자치구,김영문,1135000000,노원구,서울특별시 노원구 노원로 18길 41 (하계동 288-1)(하계1동),70,64,02-974-9577,1747
누림홈,C0005,(장애인) 장애유형별거주시설,장애인거주시설,자치구,송용성,1147000000,양천구,경기도 김포시 대곶면 율생중앙로 83 ,70,58,031-987-9324,10040
삼성농아원,C0012,(장애인) 장애유형별거주시설,장애인거주시설,자치구,엄종숙,1159000000,동작구,서울특별시 동작구 양녕로30길 19-4(동작구),62,28,02-823-2234,156841
다니엘복지원,C0014,(장애인) 장애유형별거주시설,장애인거주시설,자치구,지승현,1165000000,서초구,서울특별시 서초구 헌릉로468길 21-16  ,80,70,02-445-4892,137180
늘편한집,C0029,(장애인) 중증장애인거주시설,장애인거주시설,자치구,안성균,1135000000,노원구,서울특별시 노원구 중계로 163(중계본동),45,39,02-933-5228,1736
임마누엘집,C0030,(장애인) 장애유형별거주시설,장애인거주시설,자치구,김경식,1171000000,송파구,서울특별시 송파구 양산로10길 26,55,51,02-449-6956,5773
임마누엘보호작업시설,C0031,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,이연호,1171000000,송파구,서울특별시 송파구 양산로10길 26,40,40,02-449-6956,5773
아름해든집,C0054,(장애인) 중증장애인거주시설,장애인거주시설,자치구,강순옥,1174000000,강동구,"서울특별시 강동구 고덕로 295-45(고덕동,나동)",39,35,02-3427-0870,5225
신아재활원,C0057,(장애인) 장애유형별거주시설,장애인거주시설,자치구,황성수,1171000000,송파구,서울특별시 송파구 양산로8길 17,134,125,02-400-4695,5773
우성원,C0073,(장애인) 장애유형별거주시설,장애인거주시설,자치구,임경순,1174000000,강동구,서울특별시 강동구 고덕로 295-45(고덕2동),86,74,02-428-0870,5225
해맑은마음터,C0075,(장애인) 중증장애인거주시설,장애인거주시설,자치구,최문준,1147000000,양천구,경기도 김포시 대곶면 율생중앙로 89 ,77,69,031-981-7909,10040
영락애니아의집,C0083,(장애인) 중증장애인거주시설,장애인거주시설,자치구,조지영,1117000000,용산구,서울특별시 용산구 후암로4길 70(후암동),30,30,02-754-8507,4336
사랑의집,C0084,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,안승표,1138000000,은평구,서울특별시 은평구 역말로10길 30-1오병이어복지관 1층,10,16,070-8632-3378,3392
암사재활원,C0086,(장애인) 중증장애인거주시설,장애인거주시설,자치구,박성진,1174000000,강동구,서울특별시 강동구 올림픽로 864(암사3동),50,48,02-441-0407,5207
문혜장애인요양원,C0093,(장애인) 중증장애인거주시설,장애인거주시설,자치구,이재용,1111000000,종로구,강원도 철원군 갈말읍 텃골1길 13문혜장애인요양원 ,200,146,033-452-7881,24030
참 좋은집,C0141,(장애인) 중증장애인거주시설,장애인거주시설,자치구,박광준,1144000000,마포구,충청북도 충주시 산척면 지속골길 71 ,30,30,043-853-5313,27316
은평재활원,C0170,(장애인) 장애유형별거주시설,장애인거주시설,자치구,하성도,1138000000,은평구,서울특별시 은평구 갈현로11길 30,50,50,02-385-2046,3428
오틸리아 공동생활가정,C0189,(장애인) 장애인공동생활가정,장애인거주시설,자치구,허명환,1168000000,강남구,서울특별시 강남구 학동로26길 15401호 (논현동),4,4,234610811,6112
생수의집,C0190,(장애인) 중증장애인거주시설,장애인거주시설,자치구,김종수,1171000000,송파구,경기 포천시 군내면청군로 2813-18(직두리 155-5),56,41,031-536-0585,11155
에스알씨(SRC)보듬터,C0203,(장애인) 장애유형별거주시설,장애인거주시설,자치구,황정모,1162000000,관악구,경기도 광주시 경수길 25-0SRC보듬터,55,54,031-799-3972,12728
새빛바울의집,C0208,(장애인) 장애유형별거주시설,장애인거주시설,자치구,조석환,1165000000,서초구,서울특별시 서초구 방배중앙로 99 (방배동)(방배동),33,24,02-533-9863,6570
바르티매오공동생활가정,C0209,(장애인) 장애인공동생활가정,장애인거주시설,자치구,허명환,1138000000,은평구,서울특별시 은평구 불광로9가길 4302호 (불광동),4,4,02-722-0988,3353
은혜장애인요양원,C0216,(장애인) 중증장애인거주시설,장애인거주시설,자치구,이정희,1111000000,종로구,강원 철원군 갈말읍 텃골1길 19호,228,160,033-452-6161,24030
동천하우스5,C0239,(장애인) 장애인공동생활가정,장애인거주시설,자치구,김영문,1126000000,중랑구,서울특별시 중랑구 동일로104길 3-3301호,4,4,02-6084-5582,131820
교남소망의집,C0246,(장애인) 장애유형별거주시설,장애인거주시설,자치구,권나영,1150000000,강서구,서울특별시 강서구 까치산로22길 38-0,58,57,02-2602-3880,157913
베데스다의 집,C0252,(장애인) 장애인공동생활가정,장애인거주시설,자치구,홍석인,1135000000,노원구,"서울특별시 노원구 중계로8길 39-0211동110호(중계동,현대그린아파트)",4,4,02-3392-0265,139933
베데스다장애인주간보호센터,C0253,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,심희남,1135000000,노원구,서울특별시 노원구 공릉로58마길 27나눔아트센터 2층 (하계동),15,17,02-3391-2126,1808
아름다운,C0268,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,이상춘,1126000000,중랑구,서울특별시 중랑구 망우로55길 32한국프라우드아파트 103호,30,31,02-971-1767,2086
신망애의집,C0270,(장애인) 장애인단기거주시설,장애인거주시설,자치구,안도준,1165000000,서초구,서울특별시 서초구 남부순환로342길 56-58  ,17,10,02-577-4186,137892
