일반명코드,제형구분코드,제형,일반명,분류번호,투여,함량,단위
223601ACH,CH,경질캡슐제,ribavirin,629,내복,0.1,g
223602CCM,CM,"크림제,겔제,젤리",ribavirin,269,외용,30,mg
223603ASY,SY,"시럽제,건조시럽",ribavirin,629,내복,10,mg
223604ACH,CH,경질캡슐제,ribavirin,629,내복,0.2,g
223605CSI,SI,분무제 및 흡입제,ribavirin,629,외용,6,g
223630CCM,CM,"크림제,겔제,젤리",ribavirin,269,외용,0.15,g(30mg/g)
223631ASY,SY,"시럽제,건조시럽",ribavirin,629,내복,0.3,g(10mg/mL)
223632ASY,SY,"시럽제,건조시럽",ribavirin,629,내복,0.6,g(10mg/mL)
223633ASY,SY,"시럽제,건조시럽",ribavirin,629,내복,1,g(10mg/mL)
223634ASY,SY,"시럽제,건조시럽",ribavirin,629,내복,4.5,g(10mg/mL)
223635ASY,SY,"시럽제,건조시럽",ribavirin,629,내복,5,g(10mg/mL)
223701ATB,TB,"정제,저작정",riboflavin tetrabutyrate,313,내복,20,mg
223702AGN,GN,"과립제,세립",riboflavin tetrabutyrate,313,내복,50,mg
223702ATB,TB,"정제,저작정",riboflavin tetrabutyrate,313,내복,40,mg
223801BIJ,IJ,주사제,ribostamycin sulfate,618,주사,1,g
223802BIJ,IJ,주사제,ribostamycin sulfate,618,주사,0.5,g
223830BIJ,IJ,주사제,ribostamycin sulfate,618,주사,0.5,g(0.3333g/mL)
223831BIJ,IJ,주사제,ribostamycin sulfate,618,주사,1,g(0.3333g/mL)
223901ACH,CH,경질캡슐제,rifampicin,613,내복,0.15,g
223902ACH,CH,경질캡슐제,rifampicin,613,내복,0.3,g
223902ATB,TB,"정제,저작정",rifampicin,613,내복,0.3,g
223903ACH,CH,경질캡슐제,rifampicin,613,내복,450,mg
223903ATB,TB,"정제,저작정",rifampicin,613,내복,0.45,g
223904ACH,CH,경질캡슐제,rifampicin,613,내복,600,mg
223904ATB,TB,"정제,저작정",rifampicin,613,내복,0.6,g
224001ATB,TB,"정제,저작정",riluzole,119,내복,50,mg
224101COS,OS,점안제(점안액),rimexolone,131,외용,10,mg
224130COS,OS,점안제(점안액),rimexolone,131,외용,50,mg(10mg/mL)
224131COS,OS,점안제(점안액),rimexolone,131,외용,0.1,g(10mg/mL)
224201ALQ,LQ,액제,risperidone,117,내복,1,mg
224201ATB,TB,"정제,저작정",risperidone,117,내복,1,mg
224201ATD,TD,"확산정,속붕정,구강붕해정",risperidone,117,내복,1,mg
224202ALQ,LQ,액제,risperidone,117,내복,2,mg
224202ATB,TB,"정제,저작정",risperidone,117,내복,2,mg
224202ATD,TD,"확산정,속붕정,구강붕해정",risperidone,117,내복,2,mg
224203ATB,TB,"정제,저작정",risperidone,117,내복,3,mg
224204ALQ,LQ,액제,risperidone,117,내복,0.5,mg
224204ATB,TB,"정제,저작정",risperidone,117,내복,0.5,mg
224204ATD,TD,"확산정,속붕정,구강붕해정",risperidone,117,내복,0.5,mg
224205BIJ,IJ,주사제,risperidone extended release microspheres (as risperidone),117,주사,25,mg
224206BIJ,IJ,주사제,risperidone extended release microspheres (as risperidone),117,주사,37.5,mg
224207ATB,TB,"정제,저작정",risperidone,117,내복,4,mg
224208BIJ,IJ,주사제,risperidone extended release microspheres (as risperidone),117,주사,50,mg
224301ATB,TB,"정제,저작정",ritodrine HCl,259,내복,10,mg
224302BIJ,IJ,주사제,ritodrine HCl,259,주사,50,mg
224303ACR,CR,서방캡슐제,ritodrine hydrochloride,259,내복,40,mg
224330BIJ,IJ,주사제,ritodrine hydrochloride,259,주사,50,mg(10mg/mL)
224401ACH,CH,경질캡슐제,ritonavir,629,내복,0.1,g
224401ACS,CS,연질캡슐제,ritonavir,629,내복,0.1,g
224401ATB,TB,"정제,저작정",ritonavir,629,내복,0.1,g
224402ALQ,LQ,액제,ritonavir,629,내복,80,mg
224430ALQ,LQ,액제,ritonavir,629,내복,19.2,g(80mg/mL)
224501ACH,CH,경질캡슐제,rivastigmine tartrate (as rivastigmine),119,내복,1.5,mg
224502ALQ,LQ,액제,rivastigmine,119,내복,2,mg
224503ACH,CH,경질캡슐제,rivastigmine tartrate (as rivastigmine),119,내복,3,mg
224504ACH,CH,경질캡슐제,rivastigmine tartrate (as rivastigmine),119,내복,4.5,mg
224505ACH,CH,경질캡슐제,rivastigmine tartrate (as rivastigmine),119,내복,6,mg
224506CPC,PC,패취제,rivastigmine,119,외용,4.6,mg for 24h
224507CPC,PC,패취제,rivastigmine,119,외용,9.5,mg for 24h
224508CPC,PC,패취제,rivastigmine,119,외용,13.3,mg for 24h
224601ATB,TB,"정제,저작정",rociverine citrate,124,내복,15.658,mg
224602BIJ,IJ,주사제,rociverine citrate,124,주사,31.316,mg
224701BIJ,IJ,주사제,rocuronium bromide,122,주사,25,mg
224702BIJ,IJ,주사제,rocuronium bromide,122,주사,50,mg
224703BIJ,IJ,주사제,rocuronium bromide,122,주사,100,mg
224730BIJ,IJ,주사제,rocuronium bromide,122,주사,25,mg(10mg/mL)
224731BIJ,IJ,주사제,rocuronium bromide,122,주사,50,mg(10mg/mL)
224732BIJ,IJ,주사제,rocuronium bromide,122,주사,0.1,g(10mg/mL)
224801ATB,TB,"정제,저작정",rokitamycin,614,내복,0.1,g
224901ATB,TB,"정제,저작정",ropinirole hydrochloride (as ropinirole),119,내복,1,mg
224902ATB,TB,"정제,저작정",ropinirole hydrochloride (as ropinirole),119,내복,2,mg
224902ATR,TR,서방형정제,ropinirole hydrochloride (as ropinirole),119,내복,2,mg
224903ATB,TB,"정제,저작정",ropinirole hydrochloride (as ropinirole),119,내복,0.25,mg
224904ATB,TB,"정제,저작정",ropinirole hydrochloride (as ropinirole),119,내복,5,mg
224905ATR,TR,서방형정제,ropinirole hydrochloride (as ropinirole),119,내복,4,mg
224906ATR,TR,서방형정제,ropinirole hydrochloride (as ropinirole),119,내복,8,mg
225001BIJ,IJ,주사제,ropivacaine HCl,121,주사,150,mg
225002BIJ,IJ,주사제,ropivacaine HCl,121,주사,200,mg
225003BIJ,IJ,주사제,ropivacaine HCl,121,주사,40,mg
225004BIJ,IJ,주사제,ropivacaine hydrochloride,121,주사,20,mg
225005BIJ,IJ,주사제,ropivacaine hydrochloride,121,주사,75,mg
225030BIJ,IJ,주사제,ropivacaine hydrochloride,121,주사,20,mg(2mg/mL)
225031BIJ,IJ,주사제,ropivacaine hydrochloride,121,주사,40,mg(2mg/mL)
225032BIJ,IJ,주사제,ropivacaine hydrochloride,121,주사,75,mg(7.5mg/mL)
225033BIJ,IJ,주사제,ropivacaine hydrochloride,121,주사,0.15,g(7.5mg/mL)
225101BIJ,IJ,주사제,roxatidine acetate,232,주사,75,mg
225201ACH,CH,경질캡슐제,roxatidine acetate HCl,232,내복,75,mg
225201ACR,CR,서방캡슐제,roxatidine acetate hydrochloride,232,내복,75,mg
225202ACH,CH,경질캡슐제,roxatidine acetate HCl,232,내복,37.5,mg
225202ACR,CR,서방캡슐제,roxatidine acetate hydrochloride,232,내복,37.5,mg
225301ATB,TB,"정제,저작정",roxithromycin,614,내복,0.15,g
225302AGN,GN,"과립제,세립",roxithromycin,618,내복,50,mg
225302ASS,SS,"현탁액제,현탁액용정제,현탁액용산제",roxithromycin,614,내복,50,mg
225302ATB,TB,"정제,저작정",roxithromycin,618,내복,50,mg
225303ATB,TB,"정제,저작정",roxithromycin,618,내복,100,mg
225304ASS,SS,"현탁액제,현탁액용정제,현탁액용산제",roxithromycin,618,내복,10,mg
225330AGN,GN,"과립제,세립",roxithromycin,614,내복,0.25,g(50mg/g)
225331AGN,GN,"과립제,세립",roxithromycin,614,내복,2.5,g(50mg/g)
225332ASS,SS,"현탁액제,현탁액용정제,현탁액용산제",roxithromycin,614,내복,5,g(10mg/mL)
225333AGN,GN,"과립제,세립",roxithromycin,614,내복,5,g(50mg/g)
225334AGN,GN,"과립제,세립",roxithromycin,614,내복,6,g(50mg/g)
225335AGN,GN,"과립제,세립",roxithromycin,614,내복,7.5,g(50mg/g)
225336AGN,GN,"과립제,세립",roxithromycin,614,내복,10,g(50mg/g)
225337AGN,GN,"과립제,세립",roxithromycin,614,내복,15,g(50mg/g)
225401ACH,CH,경질캡슐제,saccharomyces boulardii,237,내복,0.113,g
225401APD,PD,산제,saccharomyces cerevisiae hansen CBS-5926,237,내복,0.113,g
225402ACH,CH,경질캡슐제,saccharomyces boulardii,237,내복,0.2825,g
225402APD,PD,산제,saccharomyces boulardii,237,내복,0.2825,g
225403ACH,CH,경질캡슐제,Saccharomyces boulardii,237,내복,56.5,mg
225403APD,PD,산제,saccharomyces cerevisiae hansen CBS-5926,237,내복,56.5,mg
225501ATB,TB,"정제,저작정",salbutamol sulfate (as salbutamol),222,내복,2,mg
225502CSI,SI,분무제 및 흡입제,salbutamol sulfate (as salbutamol),222,외용,20,mg
225503ACR,CR,서방캡슐제,salbutamol sulfate (as salbutamol),222,내복,4,mg
225503ATB,TB,"정제,저작정",salbutamol sulfate (as salbutamol),222,내복,4,mg
225503ATR,TR,서방형정제,salbutamol sulfate(as salbutamol),222,내복,4,mg
225504CSI,SI,분무제 및 흡입제,salbutamol sulfate,222,외용,20,mg
225505ASY,SY,"시럽제,건조시럽",salbutamol sulfate,222,내복,480,㎍
225506CSI,SI,분무제 및 흡입제,salbutamol sulfate,222,외용,3,mg
225507ACR,CR,서방캡슐제,salbutamol sulfate (as salbutamol),222,내복,8,mg
225507ATR,TR,서방형정제,salbutamol sulfate(as salbutamol),222,내복,8,mg
225508CSI,SI,분무제 및 흡입제,salbutamol sulfate,222,외용,6,mg
225509CSI,SI,분무제 및 흡입제,salbutamol sulfate (as salbutamol),222,외용,40,mg
225530CSI,SI,분무제 및 흡입제,salbutamol sulfate (as salbutamol),222,외용,2.5,mg(1mg/mL)
225531CSI,SI,분무제 및 흡입제,salbutamol sulfate (as salbutamol),222,외용,20,mg(0.1mg/회)
225532CSI,SI,분무제 및 흡입제,salbutamol sulfate (as salbutamol),222,외용,0.1,g(5mg/mL)
225601ACR,CR,서방캡슐제,salbutamol sulfate(as salbutamol),222,내복,4,mg
225601ATR,TR,서방형정제,salbutamol sulfate(as salbutamol),222,내복,4,mg
225701BIJ,IJ,주사제,salcatonin,243,주사,100,I.U
225702CSI,SI,분무제 및 흡입제,salcatonin,243,외용,1100,I.U
225703BIJ,IJ,주사제,salcatonin,243,주사,50,I.U
225704CSI,SI,분무제 및 흡입제,salcatonin,243,외용,1400,I.U
225705CSI,SI,분무제 및 흡입제,salcatonin,243,외용,2200,I.U
225706CSI,SI,분무제 및 흡입제,salcatonin,243,외용,2800,I.U
225707CSI,SI,분무제 및 흡입제,salcatonin,243,외용,550,I.U
225708CSI,SI,분무제 및 흡입제,salcatonin,243,외용,700,I.U
225709CSI,SI,분무제 및 흡입제,salcatonin,243,외용,770,I.U
225710CSI,SI,분무제 및 흡입제,salcatonin,243,외용,1540,I.U
225711CSI,SI,분무제 및 흡입제,salcatonin,243,외용,3080,I.U
225730BIJ,IJ,주사제,salcatonin,243,주사,50,I.U(50I.U/mL)
225731CSI,SI,분무제 및 흡입제,salcatonin,243,외용,3.08,KI.U(2.2KI.U/mL)
225732CSI,SI,분무제 및 흡입제,salcatonin,243,외용,4.4,KI.U(2.2KI.U/mL)
225801CSI,SI,분무제 및 흡입제,salmeterol,222,외용,1.5,mg
225802CSI,SI,분무제 및 흡입제,salmeterol,222,외용,3,mg
225803CSI,SI,분무제 및 흡입제,salmeterol,222,외용,200,㎍
225901ATB,TB,"정제,저작정",salsalate,114,내복,0.5,g
225902ATB,TB,"정제,저작정",salsalate,114,내복,0.75,g
226001ACS,CS,연질캡슐제,saquinavir,629,내복,200,mg
226101ATB,TB,"정제,저작정",sarpogrelate hydrochloride,339,내복,0.1,g
226101ATR,TR,서방형정제,sarpogrelate HCl,339,내복,100,mg
226102ATB,TB,"정제,저작정",sarpogrelate hydrochloride,339,내복,50,mg
226103ATR,TR,서방형정제,sarpogrelate Hydrochloride,339,내복,0.3,g
226201APD,PD,산제,scopolia ext,124,내복,100,mg
226301ATB,TB,"정제,저작정",secnidazole,641,내복,0.5,g
226401ATB,TB,"정제,저작정",selegiline hydrochloride,119,내복,5,mg
226501CLT,LT,로션제,selenium disulfide,269,외용,25,mg
226502CLT,LT,로션제,selenium disulfide,269,외용,10,mg
226601ACE,CE,장용캡슐제,semi-alkaline protease,395,내복,10,mg
226601ACH,CH,경질캡슐제,semi-alkaline protease,395,내복,10,mg
226601ATB,TB,"정제,저작정",semi-alkaline protease,395,내복,10,mg
226602ACH,CH,경질캡슐제,semi-alkaline protease,395,내복,15,mg
226602ATB,TB,"정제,저작정",semi-alkaline protease,395,내복,15,mg
226701ACH,CH,경질캡슐제,serenoa repens lipidosterolic ext.,255,내복,0.16,g
226701ACS,CS,연질캡슐제,serenoa repens lipidosterolic ext.,255,내복,0.16,g
226702ACS,CS,연질캡슐제,serenoa repens lipidosterolic ext.,255,내복,0.32,g
226801AGN,GN,"과립제,세립",serratiopeptidase,395,내복,10,mg
226801ATB,TB,"정제,저작정",serratiopeptidase,395,내복,10,mg
226801ATE,TE,장용정제,serratiopeptidase,395,내복,10,mg
226802ATB,TB,"정제,저작정",serratiopeptidase,395,내복,5,mg
226802ATE,TE,장용정제,serratiopeptidase,395,내복,5,mg
226901CCM,CM,"크림제,겔제,젤리",sertaconazole nitrate,265,외용,20,mg
226901CSI,SI,분무제 및 흡입제,sertaconazole nitrate,265,외용,20,mg
226902CSP,SP,좌제,sertaconazole nitrate,265,외용,500,mg
226902CTB,TB,"정제,저작정",sertaconazole nitrate,265,외용,0.5,g
226903CCM,CM,"크림제,겔제,젤리",sertaconazole nitrate,265,외용,10,mg
226930CCM,CM,"크림제,겔제,젤리",sertaconazole nitrate,265,외용,0.2,g(20mg/g)
226931CCM,CM,"크림제,겔제,젤리",sertaconazole nitrate,265,외용,0.4,g(20mg/g)
226932CCM,CM,"크림제,겔제,젤리",sertaconazole nitrate,265,외용,0.6,g(20mg/g)
227001ATB,TB,"정제,저작정",sertraline hydrochloride (as sertraline),117,내복,50,mg
227002ATB,TB,"정제,저작정",sertraline hydrochloride (as sertraline),117,내복,0.1,g
227003ATB,TB,"정제,저작정",sertraline hydrochloride (as sertraline),117,내복,25,mg
227101BIJ,IJ,주사제,human serum albumin,634,주사,10,g(0.2g/mL)
227102BIJ,IJ,주사제,human serum albumin,634,주사,5,g(50mg/mL)
227103BIJ,IJ,주사제,human serum albumin,634,주사,12.5,g(50mg/mL)
227104BIJ,IJ,주사제,human serum albumin,634,주사,20,g(0.2g/mL)
227105BIJ,IJ,주사제,"serum albumin, human",634,주사,25,g/100ml
227130BIJ,IJ,주사제,human serum albumin,431,주사,50,mg
227201ATB,TB,"정제,저작정",setiptilin maleate,117,내복,1,mg
227301CLQ,LQ,액제,sevoflurane,111,외용,1,ml
227330CLQ,LQ,액제,sevoflurane,111,외용,250,mL(1mL/mL)
227401CCM,CM,"크림제,겔제,젤리",silver sulfadiazine,621,외용,10,mg
227401COM,OM,연고제,silver sulfadiazine,621,외용,10,mg
227430CCM,CM,"크림제,겔제,젤리",silver sulfadiazine,263,외용,0.2,g(10mg/g)
227431CCM,CM,"크림제,겔제,젤리",silver sulfadiazine,263,외용,0.3,g(10mg/g)
227432CCM,CM,"크림제,겔제,젤리",silver sulfadiazine,263,외용,4.5,g(10mg/g)
227433CCM,CM,"크림제,겔제,젤리",silver sulfadiazine,263,외용,5,g(10mg/g)
227501ATB,TB,"정제,저작정",silymarin,392,내복,70,mg
227601ATB,TB,"정제,저작정",simaldrate,234,내복,0.32,g
227701ASS,SS,"현탁액제,현탁액용정제,현탁액용산제",simethicone,721,내복,20,mg
227702ATB,TB,"정제,저작정",simethicone,239,내복,40,mg
227703APD,PD,산제,simethicone,239,내복,80,mg
227703ATB,TB,"정제,저작정",simethicone,239,내복,80,mg
227704ATB,TB,"정제,저작정",simethicone,239,내복,20,mg
227705ASS,SS,"현탁액제,현탁액용정제,현탁액용산제",simethicone,721,내복,66.7,mg
227706APD,PD,산제,simethicone,239,내복,40,mg
227707ATB,TB,"정제,저작정",simethicone,239,내복,42.2,mg
227730ASS,SS,"현탁액제,현탁액용정제,현탁액용산제",simethicone,239,내복,0.2,g(20mg/mL)
227731ASS,SS,"현탁액제,현탁액용정제,현탁액용산제",simethicone,239,내복,10,g(20mg/mL)
227732APD,PD,산제,simethicone,239,내복,40,g(80mg/g)
227733APD,PD,산제,simethicone,239,내복,160,g(80mg/g)
227734ASS,SS,"현탁액제,현탁액용정제,현탁액용산제",simethicone,239,내복,2,g(20mg/mL)
227735ASS,SS,"현탁액제,현탁액용정제,현탁액용산제",simethicone,239,내복,0.24,g(20mg/mL)
227736ATD,TD,"확산정,속붕정,구강붕해정",simethicone,230,내복,62.5,mg
227801ATB,TB,"정제,저작정",simvastatin,218,내복,20,mg
227801ATR,TR,서방형정제,simvastatin,218,내복,20,mg
227802ATB,TB,"정제,저작정",simvastatin,218,내복,40,mg
227802ATD,TD,"확산정,속붕정,구강붕해정",simvastatin,218,내복,40,mg
227803ATB,TB,"정제,저작정",simvastatin,218,내복,10,mg
227805ATB,TB,"정제,저작정",simvastatin,218,내복,80,mg
227806ATB,TB,"정제,저작정",simvastatin,218,내복,5,mg
227901BIJ,IJ,주사제,sisomicin sulfate,619,주사,100,mg
227902BIJ,IJ,주사제,sisomicin sulfate,619,주사,50,mg
227903BIJ,IJ,주사제,sisomicin sulfate,619,주사,75,mg
227930BIJ,IJ,주사제,sisomicin sulfate,619,주사,50,mg(50mg/mL)
227931BIJ,IJ,주사제,sisomicin sulfate,619,주사,75,mg(50mg/mL)
228001ACH,CH,경질캡슐제,sitosterol,259,내복,10,mg
228101BIJ,IJ,주사제,sizofiran,421,주사,20,mg
228130BIJ,IJ,주사제,sizofiran,421,주사,20,mg(10mg/mL)
228201ACH,CH,경질캡슐제,sobrerol,222,내복,0.1,g
228202ACH,CH,경질캡슐제,sobrerol,222,내복,0.2,g
228203ASY,SY,"시럽제,건조시럽",sobrerol,222,내복,8,mg
228230ASY,SY,"시럽제,건조시럽",sobrerol,222,내복,0.4,g(8mg/mL)
228231ASY,SY,"시럽제,건조시럽",sobrerol,222,내복,0.48,g(8mg/mL)
228232ASY,SY,"시럽제,건조시럽",sobrerol,222,내복,0.72,g(8mg/mL)
228233ASY,SY,"시럽제,건조시럽",sobrerol,222,내복,0.8,g(8mg/mL)
228234ASY,SY,"시럽제,건조시럽",sobrerol,222,내복,3.6,g(8mg/mL)
228235ASY,SY,"시럽제,건조시럽",sobrerol,222,내복,4,g(8mg/mL)
228301ATB,TB,"정제,저작정",sodium alendronate (as alendronic acid),399,내복,10,mg
228302ATB,TB,"정제,저작정",sodium alendronate (as alendronic acid),399,내복,5,mg
228303ALQ,LQ,액제,sodium alendronate (as alendronic acid),399,내복,70,mg
228303ATB,TB,"정제,저작정",sodium alendronate (as alendronic acid),399,내복,70,mg
228304ATR,TR,서방형정제,sodium alendronate (as alendronate),399,내복,30,mg
228305ATB,TB,"정제,저작정",sodium alendronate (as alendronic acid),399,내복,70,mg
228306ALQ,LQ,액제,sodium alendronate (as alendronic acid),399,내복,70,mg(0.7mg/mL)
228307ALQ,LQ,액제,sodium alendronate (as alendronic acid),399,내복,70,mg(3.5mg/mL)
228401BIJ,IJ,주사제,sodium aurothiomalate,114,주사,25,mg
228501ATB,TB,"정제,저작정",sodium bicarbonate,234,내복,0.5,g
228502BIJ,IJ,주사제,sodium bicarbonate,392,주사,1.68,g(84mg/mL)
228503BIS,IS,관류액 등,sodium bicarbonate,341,주사,734.58,g(58.3mg/mL)
228504BIS,IS,관류액 등,sodium bicarbonate,341,주사,650,g
228505BIS,IS,관류액 등,sodium bicarbonate,341,주사,441,g(70mg/mL)
228506BIS,IS,관류액 등,sodium bicarbonate,341,주사,882,g(70mg/mL)
228507BIJ,IJ,주사제,sodium bicarbonate,392,주사,1,g/20ml
228508BIS,IS,관류액 등,sodium bicarbonate,341,주사,840,g(84mg/mL)
228509BIS,IS,관류액 등,sodium bicarbonate,341,주사,700,g(70mg/mL)
228510BIS,IS,관류액 등,sodium bicarbonate,341,주사,734.58,g/12.6ℓ
228511BIS,IS,관류액 등,sodium bicarbonate,341,주사,367.29,g(58.3mg/mL)
228512BIS,IS,관류액 등,sodium bicarbonate,341,주사,760,g
228513BIJ,IJ,주사제,sodium bicarbonate,341,주사,1,g
228513BIS,IS,관류액 등,sodium bicarbonate,341,주사,1,g
228514BIS,IS,관류액 등,sodium bicarbonate,341,주사,950,g
228515BIS,IS,관류액 등,sodium bicarbonate,341,주사,750,g
228516BIS,IS,관류액 등,sodium bicarbonate,341,주사,1000,g
228517BIS,IS,관류액 등,sodium bicarbonate,341,주사,700,g
228518BIS,IS,관류액 등,sodium bicarbonate,341,주사,900,g
228519BIS,IS,관류액 등,sodium bicarbonate,341,주사,1058.4,g(84mg/mL)
228520BIS,IS,관류액 등,sodium bicarbonate,341,주사,420,g/5ℓ
228521BIS,IS,관류액 등,sodium bicarbonate,341,주사,529.2,g/6.3ℓ
228522BIJ,IJ,주사제,sodium bicarbonate,341,주사,1150,g
228522BIS,IS,관류액 등,sodium bicarbonate,341,주사,882,g/포
228523BIS,IS,관류액 등,sodium bicarbonate,341,주사,720,g
228524BIJ,IJ,주사제,sodium bicarbonate,392,주사,1.5,g
228524BIS,IS,관류액 등,sodium bicarbonate,341,주사,408.1,g(58.3mg/mL)
228525BIS,IS,관류액 등,sodium bicarbonate,341,주사,490,g(70mg/mL)
228526BIS,IS,관류액 등,sodium bicarbonate,341,주사,385,g(70mg/mL)
228527BIS,IS,관류액 등,sodium bicarbonate,341,주사,1150,g
228528BIS,IS,관류액 등,sodium bicarbonate,341,주사,455,g/6.5ℓ
228529BIS,IS,관류액 등,sodium bicarbonate,341,주사,525,ℓ
228530BIS,IS,관류액 등,sodium bicarbonate,341,주사,15894,g
228531BIS,IS,관류액 등,sodium bicarbonate,341,주사,16800,g
