영문공항명,한글공항명,공항코드1(IATA),공항코드2(ICAO),지역,영문국가명,한글국가명,영문도시명
General Martin Miguel de Guemes Airport ,제너럴 마틴 미구엘 드 게메즈 공항 ,SLA,SASA,중남미,Argentina,아르헨티나,Salta
General Mitchell International Airport,제너랄 미첼 국제공항,MKE,KMKE,북미,United States,미국,Milwaukee WI
General Pedro J. Mendez National Airport,제너럴 페드로 J. 멘데즈 내셔널 공항,CVM,MMCV,중남미,Mexico,멕시코,Ciudad Victoria
General Pesqueira Garcia Airport ,제네럴 페스케이라 가르시아 공항 ,HMO,MMHO,중남미,Mexico,멕시코,Hermosillo
General Pico Airport,제너럴피코 공항,GPO,SAZG,중남미,Argentina,아르헨티나,General Pico
General Rafael Buelna Airport ,제너랄 라파엘 부엘나 공항 ,MZT,MMMZ,중남미,Mexico,멕시코,Mazatlan
General Rodolfo Sanchez Taboada International Airport,제너랄 로볼포 산체트 타보다 국제공항,MXL,MMML,중남미,Mexico,멕시코,Mexicali
General Servando Canales International Airport,제너랄 세르반도 캐널즈 국제공항,MAM,MMMA,중남미,Mexico,멕시코,Matamoros
General Urquiza Airport ,제너럴 어퀴자 공항,PRA,SAAP,중남미,Argentina,아르헨티나,Parana
Geneva International Airport ,제네바 국제공항 ,GVA,LSGG,유럽,Switzerland,스위스,Geneva
George Airport,죠지 공항,GRJ,FAGG,아프리카,South Africa,남아프리카,George
George Bush Intercontinental Airport,조지 부쉬 인터콘티넨탈 공항,IAH,KIAH,북미,United States,미국,Houston TX
George F. L. Charles Airport ,비기 공항,SLU,TLPC,중남미,Saint Lucia,세인트루시아,St Lucia
Gerald R. Ford International Airport,제랄드 R. 포드 국제공항,GRR,KGRR,북미,United States,미국,Grand Rapids MI
Geraldton Airport,제럴턴 공항,GET,YGEL,대양주,Australia,오스트레일리아,Geraldton
Gerona Costa Brava Airport,지로나 코스타 브라바 공항,GRO,LEGE,유럽,Spain,스페인,Girona
Ghanzi Airport,간지 공항,GNZ,FBGZ,아프리카,Botswana,보츠와나,Ghanzi
Ghriss Airport,기리스 공항,MUW,DAOV,아프리카,Algeria,알제리,Mascara
Gialam Airport,지알람 공항,DIN,VVDB,아시아,Viet Nam,베트남,Dien Bien Phu
Gilgit Airport,길깃 공항,GIL,OPGT,아시아,Pakistan,파키스탄,Gilgit
Gimhae International Airport,김해 국제공항,PUS,RKPK,아시아,Republic of Korea,대한민국,Busan
Gimpo International Airport,김포 국제공항,GMP,RKSS,아시아,Republic of Korea,대한민국,Seoul
Gino Lisa Airport,지노 리사 공항,FOG,LIBF,유럽,Italy,이탈리아,Foggia
Gizan Regional Airport,기잔 지역공항,GIZ,OEGN,중동,Saudi Arabia,사우디아라비아,Gizan
Glacier Park International Airport,글래셔 파크 국제공항,FCA,KGPI,북미,United States,미국,Kalispell MT
Gladstone Airport,글래드스톤 공항,GLT,YGLA,대양주,Australia,오스트레일리아,Gladstone
Glasgow International Airport ,글래스고 국제공항,GLA,EGPF,유럽,United Kingdom,영국,Glasgow
Glenegedale Airport,글리니지데일 공항,ILY,EGPI,유럽,United Kingdom,영국,Islay
Gloucestershire Airport,글로스터셔 공항,GLO,EGBJ,유럽,United Kingdom,영국,Gloucester
Gobernador Castello Airport,거버네도 카스텔로 공항,VDM,SAVV,중남미,Argentina,아르헨티나,Viedma
Gokgeada Airport,Gokgead 공항,GKD,LTFK,유럽,Turkey,터키,Gokgeada
Goleniow Airport,골레니요 공항,SZZ,EPSC,유럽,Poland,폴란드,Szczecin
Golfo de Morrosquillo Airport,골포드모로스킬로 공항,TLU,SKTL,중남미,Colombia,콜롬비아,Tolu
Golmud Airport,거얼무 공항,GOQ,ZLGM,아시아,China,중국,Golmud
Golog Maqin Airport,Golog Maqin 공항,GMQ,ZLGL,아시아,China,중국,Guoluo
Goloson International Airport ,골로슨 국제공항 ,LCE,MHLC,중남미,Honduras,온두라스,La Ceiba
Goodyear Municipal Airport,굿이어 시 공항,GYR,KGYR,북미,United States,미국,Goodyear AZ
Gorakhpur Air Force Base,고라크푸르 공군기지,GOP,VEGK,아시아,India,인도,Gorakhpur
Gorgan Airport,고간 공항,GBT,OING,중동,Iran,이란,Gorgan
Gorno-Altaysk Airport,고르노-알타이스크 공항,RGK,UNBG,유럽,Russia,러시아,Gorno-Altaysk 
Goto-Fukue Airport,고토 후쿠에 공항,FUJ,RJFE,아시아,Japan,일본,Goto
Govardhanpur Airport,고바르단푸르 공항,JGA,VAJM,아시아,India,인도,Jamnagar
Graciosa Airport,그라치오사 공항,GRW,LPGR,유럽,Portugal,포르투갈,Santa Cruz da Graciosa
Grafton Airport,그래프턴 공항,GFN,YGFN,대양주,Australia,오스트레일리아,Grafton
Gran Canaria Airport,그랑 카나리아 공항 ,LPA,GCLP,유럽,Spain,스페인,Gran Canaria
Granada Airport,그라나다 공항,GRX,LEGR,유럽,Spain,스페인,Granada
Grand Case Airport,그랑 케이스 공항,SFG,TFFG,중남미,Saint Martin ,세인트마틴,Grand Case
Grand Forks International Airport,그랜드포크스 국제공항,GFK,KGFK,북미,United States,미국,Grand Forks ND
Grand-Santi Airport,그랜드 - 산티 공항,GSI,SOGS,중남미,French Guiana,프랑스령기아나,Grand-Santi
Grantley Adams International Airport,그랜틀리 아담스 국제공항,BGI,TBPB,중남미,Barbados,바베이도스,Bridgetown
Granville Airport,그랜빌 공항,GFR,LFRF,유럽,France,프랑스,Granville / Mont Saint-Michel
Greater Frederiction Airport,프레데릭튼 공항,YFC,CYFC,북미,Canada,캐나다,Fredericton NB
Greater Moncton International Airport,그레이터 몽튼 국제공항,YQM,CYQM,북미,Canada,캐나다,Moncton NB
Greater Peoria Airport,그레이터 피오리아 공항,PIA,KPIA,북미,United States,미국,Peoria IL
Greater Rochester International Airport,그레이터 로체스터 국제공항,ROC,KROC,북미,United States,미국,Rochester NY
Greenbrier Valley Airport,그란비어 밸리 공항,LWB,KLWB,북미,United States,미국,"Lewisburg, WV"
Greene County Airport,그린 카운티 공항,WAY,KWAY,대양주,Australia,오스트레일리아,Whyalla
Greenville-Spartanburg Airport,그린빌 스파르탄버그 공항,GSP,KGSP,북미,United States,미국,Greer SC
Griffith Airport,그리피스 공항,GFF,YGTH,대양주,Australia,오스트레일리아,Griffith
Grimsey Airport,그림지 공항,GRY,BIGR,유럽,Iceland,아이슬란드,Grimsey
Guadelupe Victoria Airport,과달루페 빅토리아 공항,DGO,MMDO,중남미,Mexico,멕시코,Durango
Guangyuan Panlong Airport,광원판롱 공항,GYS,ZUGU,아시아,China,중국,Guangyuan
Guanyin Airport,구아인 공항,XUZ,ZSXZ,아시아,Macao,마카오,Xuzhou
Guapi Airport,과피 공항,GPI,SKGP,중남미,Colombia,콜롬비아,Guapi
Guararapes International Airport,과하라페즈 국제공항 ,REC,SBRF,중남미,Brazil,브라질,Recife
Guarulhos International Airport,과룰하스 국제공항,GRU,SBGR,중남미,Brazil,브라질,Sao Paulo
Guelmim Airport,굴임 공항,GLN,GMAG,아프리카,Morocco,모로코,Goulimime
Gueret Airport,거렛 공항,MCU,LFBK,유럽,France,프랑스,Montlugon / Gueret
Gueret Saint-Laurent Airport,거렛 상 로랭 공항,XGT,LFCE,유럽,France,프랑스,Gueret / Saint-Laurent
Guernsey Airport,건지 공항,GCI,EGJB,유럽,United Kingdom,영국,Guernsey
Guglielmo Marconi Airport,구글리에모 마르코니 공항,BLQ,LIPE,유럽,Italy,이탈리아,Bologna
Guilin Liangjiang International Airport,구이린 리엥쟝 국제공항,KWL,ZGKL,아시아,China,중국,Guilin
Guipavas Airport,구이파바스 공항,BES,LFRB,유럽,France,프랑스,Brest
Guiyang Longdongbao Airport,구이양 롱둥바오 공항,KWE,ZUGY,아시아,China,중국,Guiyang
Gulfport-Biloxi International Airport,걸포트 빌록시 국제공항,GPT,KGPT,북미,United States,미국,Gulfport MS
Gumrak Airport,굼락 공항,VOG,URWW,유럽,Russia,러시아,Volgograd
Gunnison County Airport,거니선 카운티 공항,GUC,KGUC,북미,United States,미국,Gunnison CO
Gunsan Airport,군산 공항,KUV,RKJK,아시아,Republic of Korea,대한민국,Gunsan
Gurayat Domestic Airport,궈리아잇트 국내공항,URY,OEGT,중동,Saudi Arabia,사우디아라비아,Gurayat
Gustavo Rojas Pinilla International Airport ,구스타브 로자스 피닐라 국제공항 ,ADZ,SKSP,중남미,Colombia,콜롬비아,San Andres
Guyuan Liupanshan Airport,Guyuan Liupanshan Airport,GYU,ZLGY,아시아,China,중국,Guyuan
Gwadar International Airport,과다르 국제공항,GWD,OPGD,아시아,Pakistan,파키스탄,Gawadar
Gwalior Airport / Maharajpur Air Force Base,관리오르 공항 ,GWL,VIGR,아시아,India,인도,Gwalior
Gwangju Airport,광주 공항,KWJ,RKJJ,아시아,Republic of Korea,대한민국,Gwangju
H.A.S. Hanandjoeddin Airport,HAS 하난조에딘 국제공항,TJQ,WIKT,아시아,Indonesia,인도네시아,TANJUNG PANDAN
Habib Bourguiba International Airport,후비브 부르기바 국제공항,MIR,DTMB,아프리카,Tunisia,튀니지,Monastir
Hachijojima Airport,하치조이지마 공항,HAC,RJTH,아시아,Japan,일본,Hachijojima
Hagfors Airport,하그포스 공항,HFS,ESOH,유럽,Sweden,스웨덴,Hagfors
Hahn Airport,한 공항,HHN,EDFH,유럽,Germany,독일,Hahn
Haifa International Airport ,하이파 국제공항 ,HFA,LLHA,중동,Israel,이스라엘,Haifa
Haikou Meilan International Airport,하이커우 메일런 국제공항,HAK,ZJHK,아시아,China,중국,Haikou
Hail Regional Airport,하일 지역공항,HAS,OEHL,중동,Saudi Arabia,사우디아라비아,Hail
Hailar Dongshan Airport,하이라얼 둥샨 공항,HLD,ZBLA,아시아,China,중국,Hailar
Hakkari Yuksekova Airport,Hakkari Yuksekova Airport,YKO,LTCW,유럽,Turkey,터키,Yuksekova
Hakodate Airport,하코다테 공항,HKD,RJCH,아시아,Japan,일본,Hakodate
Halifax Robert L. Stanfield International Airport,핼리팩스 로버트 스탠필드 국제공항,YHZ,CYHZ,북미,Canada,캐나다,Halifax NS
Halim Perdanakusuma Airport,하림 페다나 쿠수마 공항,HLP,WIHH,아시아,Indonesia,인도네시아,Jakarta
Halli Airport,할리 공항,KEV,EFHA,유럽,Finland,핀란드,Halli
Halmstad Airport,할름스타드 공항,HAD,ESMT,유럽,Sweden,스웨덴,Halmstad
Hamadan Airport,하마단 공항,HDM,OIHH,중동,Iran,이란,Hamedan
Hami Airport,하미 공항,HMI,ZWHM,아시아,China,중국,Hami
Hamilton Island Airport,헤밀튼아일랜드 공항,HTI,YBHM,대양주,Australia,오스트레일리아,Hamilton Island
Hammerfest Airport,함메르페스트 공항,HFT,ENHF,유럽,Norway,노르웨이,Hammerfest
Hanamaki Airport,하나마키 공항,HNA,RJSI,아시아,Japan,일본,Hanamaki
Hancock International Airport,핸콕 국제공항,SYR,KSYR,북미,United States,미국,Syracuse NY
Handan Airport,한단 공항,HDG,ZBHD,아시아,China,중국,Handan
Hangzhou Xiaoshan International Airport,항저우 지오샨 국제공항,HGH,ZSHC,아시아,China,중국,Hangzhou
Hanover / Langenhagen International Airport,하노버 랭젠히겐 국제공항,HAJ,EDDV,유럽,Germany,독일,Hanover
Hanzhong Airport,한중 공항,HZG,ZLHZ,아시아,China,중국,Hanzhong
Harare International Airport,하라레 국제공항,HRE,FVHA,아프리카,Zimbabwe,짐바브웨,Harare
Harbin Taiping International Airport,하얼빈 타이팽 국제공항,HRB,ZYHB,아시아,China,중국,Harbin
Harrisburg International Airport,해리스버그 국제공항,MDT,KMDT,북미,United States,미국,Harrisburg PA
Hartsfield-Jackson Atlanta International Airport,하츠필드 잭슨 애틀랜타 국제공항,ATL,KATL,북미,United States,미국,Atlanta GA
Hasanuddin Airport,하사누딘 공항,UPG,WAAA,아시아,Indonesia,인도네시아,Ujung Pandang
Hassan Airport ,하산 공항,EUN,GMML,아프리카,Morocco,모로코,Laayoune
Hasvik Airport,하스비크 공항,HAA,ENHK,유럽,Norway,노르웨이,Hasvik
Hat Yai International Airport,햇야이 국제공항,HDY,VTSS,아시아,Thailand,태국,Hat Yai
Hatay Airport,하타이 공항,HTY,LTDA,유럽,Turkey,터키,Antakya
Hateruma Airport,하테루마 공항,HTR,RORH,아시아,Japan,일본,Hateruma
Hato International Airport ,하토 국제공항 ,CUR,TNCC,중남미,Curacao,퀴라소,Curagao
Haukasen Airport,하우카젠 공항,SOG,ENSG,유럽,Norway,노르웨이,Sogndal
Havryshivka Vinnytsia International Airport,Havryshivka Vinnytsia 국제 공항,VIN,UKWW,유럽,Ukraine,우크라이나,Vinnytsia
Hawarden Airport,후워든 공항,CEG,EGNR,유럽,United Kingdom,영국,Hawarden
Heathrow Airport,히드로우 공항,LHR,EGLL,유럽,United Kingdom,영국,London
Hechi Jinchengjiang Airport,Hechi Jinchengjiang Airport,HCJ,ZGHC,아시아,China,중국,Hechi
Hefei Luogang International Airport,허페이 루와강 국제공항,HFE,ZSOF,아시아,China,중국,Hefei
Heihe Airport,헤이허 공항,HEK,ZYHE,아시아,China,중국,Heihe
Heliport De Paris Airport,헬리콥터드파리공항,JDP,LFPI,유럽,France,프랑스,Issy-les-Moulineaux
Helle Airport,헬레 공항,SVJ,ENSH,유럽,Norway,노르웨이,Svolvaer
Helsinki-Vantaa Airport,헬싱키 반타 공항,HEL,EFHK,유럽,Finland,핀란드,Helsinki
Hemavan Airport,히마밴 공항,HMV,ESUT,유럽,Sweden,스웨덴,Hemavan
Henderson Municipal Airport,핸더슨 시공항,HSH,KHND,북미,United States,미국,Las Vegas NV
Hengyang Airport,헝양 공항,HNY,ZGHY,아시아,China,중국,Hengyang
Hercilio Luz Airport,헤르칠리오 후즈 공항,FLN,SBFL,중남미,Brazil,브라질,Florianopolis
Hermes Quijada Airport,헤르미스 퀴야다 공항,RGA,SAWE,중남미,Argentina,아르헨티나,Rio Grande
Herndon Airport,헌던 공항,ORL,KORL,북미,United States,미국,Orlando FL
Hervey Bay Airport,허비베이 공항,HVB,YHBA,대양주,Australia,오스트레일리아,Hervey Bay
Herzliya Airport,허 즐리 야 공항,HRZ,LLHZ,중동,Israel,이스라엘,Herzlia
Hewanorra Airport,헤와노라 공항,UVF,TLPL,중남미,Saint Lucia,세인트루시아,St Lucia
Heydar Aliyev International Airport,하이다르 알리예프 국제 공항,GYD,UBBB,아시아,Azerbaijan,아제르바이잔,Baku
Hierro Airport,히에로 공항,VDE,GCHI,유럽,Spain,스페인,Hierro
Hihifo Airport,히히포 공항,WLS,NLWW,아시아,Wallis and Futuna,왈리스푸투나,Hihifo
Hikueru Airport,히쿠에루 공항,HHZ,NTGH,대양주,French Plynesia,프랑스령폴리네시아,Hikueru
Hilo International Airport,힐로 국제공항,ITO,PHTO,북미,United States,미국,Hilo HI
Hindon Airport,힌돈 공항,VDX,VIDX,아시아,India,인도,Ghaziabad 
Hirara Airport,히라라 공항,MMY,ROMY,아시아,Japan,일본,Miyakojima
Hiroshima International Airport,히로시마 국제공항,HIJ,RJOA,아시아,Japan,일본,Hiroshima
Hisar Airport,히사르 공항,HSS,VIHR,아시아,India,인도,Hisar 
Hobart International Airport,호바트 국제공항,HBA,YMHB,대양주,Australia,오스트레일리아,Hobart
Hobby Airport,하비 공항,HOU,KHOU,북미,United States,미국,Houston TX
Hoeybuktmoen Airport,후에이벅트묀 공항,KKN,ENKR,유럽,Norway,노르웨이,Kirkenes
Hohhot Baita International Airport,호홋 바이타 국제공항,HET,ZBHH,아시아,China,중국,Hohhot
Hokkaido Airport,홋카이도 공항,WKJ,RJCW,아시아,Japan,일본,Wakkanai
Holingol Huolinhe Airport,Holingol Huolinhe 공항,HUO,ZBHZ,아시아,China,중국,Holingol
Hong Kong International Airport ,홍콩 국제공항 ,HKG,VHHH,아시아,Hong Kong,홍콩,Hong Kong
Hongqiao Airport,홍챠오 공항,SHA,ZSSS,아시아,Macao,마카오,Shanghai
Hongyuan Airport,홍원 공항,AHJ,ZUHY,아시아,Hong Kong,홍콩,Hongyuan
Honolulu International Airport,호놀룰루 국제공항,HNL,PHNL,북미,United States,미국,Honolulu HI
Horn Island,혼아일랜드 공항,TIS,YHID,대양주,Australia,오스트레일리아,Thursday Island
Hornafjordur Airport,호나표드르 공항,HFN,BIHN,유럽,Iceland,아이슬란드,Hofn
Horta Airport,호르타 공항,HOR,LPHR,유럽,Portugal,포르투갈,Horta
Hosea Kutako International Airport,호세아 쿠타코 국제공항,WDH,FYWH,아프리카,Namibia,나미비아,Windhoek
Hotan Airport,호텐 공항,HTN,ZWTN,아시아,China,중국,Hetian
Houari Boumediene Airport,훼리 부미딘 공항,ALG,DAAG,아프리카,Algeria,알제리,Algiers
Hovden Airport,호프덴 공항,HOV,ENOV,유럽,Norway,노르웨이,Orsta
Hua Hin Airport,후하힌 공항,HHQ,VTPH,아시아,Thailand,태국,Hua Hin
Huaian Lianshui Airport,화이안 Lianshui 공항,HIA,ZSSH,아시아,Hong Kong,홍콩,Huaian
Huaihua Zhijiang Airport,화이아 지장 공항,HJJ,ZGCJ,아시아,Macao,마카오,Zhi Jiang
Hualien Airport,화롄 / 화련 /후알리엔 공항,HUN,RCYU,아시아,Chinese Taipei,대만,Hualien
Huang Guo Shu Airport,후앙구오수공항,AVA,,아시아,China,중국,Anshun
Huangshan Tunxi International Airport,황산 턴시 국제공항,TXN,ZSTX,아시아,Hong Kong,홍콩,Huangshan
Huangyan Luqiao Airport,황암구 리쨔오 공항,HYN,ZSLQ,아시아,Macao,마카오,Taizhou
Huatugou Airport,화투구 공항,HTT,ZLHX,아시아,Hong Kong,홍콩,Huatugou
Hubli Airport / Hubli Air Force Base,후블리,HBX,VOHB,아시아,India,인도,Hubli
Huejotsingo Airport ,후에조트싱고 공항 ,PBC,MMPB,중남미,Mexico,멕시코,Puebla
Huesca / Pirineos Airport,우에스카 / 피리네오스 공항,HSK,LEHC,유럽,Spain,스페인,Huesca-Pirineos
Huizhou Pingtan Airport,혜주 핑탄 공항,HUZ,ZGHZ,아시아,Macao,마카오,Pingtan
Humacao Airport,휴마카오 공항,HUC,ZLHX,중남미,Puerto Rico,푸에르토리코,Humacao
Humberside Airport,험버사이드 공항,HUY,EGNJ,유럽,United Kingdom,영국,Humberside
Huntsville International Airport,헌츠빌 국제공항,HSV,KHSV,북미,United States,미국,Huntsville AL
Hurghada International Airport,허가다 국제공항,HRG,HEGN,아프리카,Egypt,이집트,Hurghada
Husavik Airport,후자빅 공항,HZK,BIHU,유럽,Iceland,아이슬란드,Husavik
Husein Sastranegara Airport,후세인 사스트라네가라 공항,BDO,WICC,아시아,Indonesia,인도네시아,Bandung
Hyakuri Airport ,히야쿠리 공항,IBR,RJAH,아시아,Japan,일본,Ibaraki
Hyderabad Airport,하이데라바드 공항,HDD,OPKD,아시아,Pakistan,파키스탄,Hyderabad
Iasi International Airport,이아시 국제공항,IAS,LRIA,유럽,Romania,루마니아,Iasi
Ibadan Airport,이바단 공항,IBA,DNIB,아프리카,Nigeria,나이지리아,Ibadan
Ibiza Airport,이비사 공항,IBZ,LEIB,유럽,Spain,스페인,Ibiza
Idaho Falls Municipal Airport,아이다호폴스 시공항,IDA,KIDA,북미,United States,미국,Idaho Falls ID
Iejima Airport,레지마 공항,IEJ,RORE,아시아,Japan,일본,Iejima
Igdır Airport,Igdır 공항,IGD,LTCT,유럽,Turkey,터키,Igdir
Ignacio Agramonte International Airport,이그나시오 아그라몬테 국제공항,CMW,MUCM,중남미,Cuba,쿠바,Camaguey 
Ignatyevo Airport,이냐체프 공항,BQS,UHBB,유럽,Russia,러시아,Blagovenschensk
Ikaria Island National Airport,이카리아 아일랜드 내셔널 공항,JIK,LGIK,유럽,Greece,그리스,Ikaria
