부문,수집연도,작품명(국문),작품명(영문),작품규격,제작년도,재료/기법,작품해설,작가명,메인이미지,썸네일이미지
사진,2017,강원도의 어머니-강원도 정선,강원도의 어머니-강원도 정선,67.5×89cm,2007,피그먼트 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17256,http://collections.eseoul.go.kr/data/art/thumb/17256.jpg
사진,2017,가파르게-전남 곡성군 고달면 호곡리,가파르게-전남 곡성군 고달면 호곡리,83×63cm,2001,잉크젯 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17255,http://collections.eseoul.go.kr/data/art/thumb/17255.jpg
사진,2017,아버지의 마음-담양,아버지의 마음-담양,56×83cm,2007,피그먼트 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17254,http://collections.eseoul.go.kr/data/art/thumb/17254.jpg
사진,2017,광양사람-광양만에서,광양사람-광양만에서,60×79cm,1991,피그먼트 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17253,http://collections.eseoul.go.kr/data/art/thumb/17253.jpg
사진,2017,회갑연-전남 남평,회갑연-전남 남평,62.5×70.5cm,1981,피그먼트 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17252,http://collections.eseoul.go.kr/data/art/thumb/17252.jpg
사진,2017,떡시루-전남 보성,떡시루-전남 보성,72.5×53.5cm,1981,피그먼트 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17251,http://collections.eseoul.go.kr/data/art/thumb/17251.jpg
사진,2017,금줄-전남 나주군 금천면,금줄-전남 나주군 금천면,72.6×62.5cm,1985,피그먼트 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17250,http://collections.eseoul.go.kr/data/art/thumb/17250.jpg
사진,2017,디딜방아-전남 신안군 안좌면 대우리 비화부락,디딜방아-전남 신안군 안좌면 대우리 비화부락,62×72cm,1986,피그먼트 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17249,http://collections.eseoul.go.kr/data/art/thumb/17249.jpg
사진,2017,꿈길-전남 화순군 동복면 한천리,꿈길-전남 화순군 동복면 한천리,56×80cm,2002,디지털 은염 인화,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17248,http://collections.eseoul.go.kr/data/art/thumb/17248.jpg
사진,2017,나락 벼늘-전북 고창군 의장면 하갑리,나락 벼늘-전북 고창군 의장면 하갑리,66.5×78cm,1981,잉크젯 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17247,http://collections.eseoul.go.kr/data/art/thumb/17247.jpg
사진,2017,외나무 다리-보성,외나무 다리-보성,58.5×83.5cm,1985,피그먼트 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17246,http://collections.eseoul.go.kr/data/art/thumb/17246.jpg
사진,2017,환호-남원 도통리,환호-남원 도통리,73x95.5,1972,피그먼트 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17245,http://collections.eseoul.go.kr/data/art/thumb/17245.jpg
사진,2017,농악놀이-전남 담양,농악놀이-전남 담양,74.5×103cm,2008,피그먼트 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17244,http://collections.eseoul.go.kr/data/art/thumb/17244.jpg
사진,2017,초라한 장독대-전남 구례,초라한 장독대-전남 구례,72.3×98.8cm,2007,피그먼트 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17243,http://collections.eseoul.go.kr/data/art/thumb/17243.jpg
사진,2017,멈추지 않는 시간-전남 구례군 토지면 문수리,멈추지 않는 시간-전남 구례군 토지면 문수리,78×115cm,2007,디지털 은염 인화,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17242,http://collections.eseoul.go.kr/data/art/thumb/17242.jpg
사진,2017,황혼길-전북 순창군 동계면 산내마을,황혼길-전북 순창군 동계면 산내마을,98×80cm,2007,디지털 은염 인화,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17241,http://collections.eseoul.go.kr/data/art/thumb/17241.jpg
사진,2017,한봉-화순 동복,한봉-화순 동복,67×55.5cm,1962,피그먼트 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17240,http://collections.eseoul.go.kr/data/art/thumb/17240.jpg
사진,2017,부엌-경북 영양,부엌-경북 영양,76.5×59cm,1975,피그먼트 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17239,http://collections.eseoul.go.kr/data/art/thumb/17239.jpg
사진,2017,죽물 시장-담양읍,죽물 시장-담양읍,59×81cm,1960,피그먼트 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17238,http://collections.eseoul.go.kr/data/art/thumb/17238.jpg
사진,2017,고삿길-화순 동복,고삿길-화순 동복,59×80cm,2007,피그먼트 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17237,http://collections.eseoul.go.kr/data/art/thumb/17237.jpg
사진,2017,충청도 어머니,충청도 어머니,67×58.5cm,2007,피그먼트 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17236,http://collections.eseoul.go.kr/data/art/thumb/17236.jpg
사진,2017,염전-전남 신안,염전-전남 신안,58.5x84.5,2001,피그먼트 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17235,http://collections.eseoul.go.kr/data/art/thumb/17235.jpg
사진,2017,의재 허백련 선생-광주,의재 허백련 선생-광주,81.8×58.5cm,1967,피그먼트 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17234,http://collections.eseoul.go.kr/data/art/thumb/17234.jpg
사진,2017,남광주 새벽길-광주,남광주 새벽길-광주,58.5×88cm,1971,피그먼트 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17233,http://collections.eseoul.go.kr/data/art/thumb/17233.jpg
사진,2017,전라도 어머니-전북순창,전라도 어머니-전북순창,58.5×70.5cm,2008,피그먼트 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17232,http://collections.eseoul.go.kr/data/art/thumb/17232.jpg
사진,2017,추곡수매-곡성,추곡수매-곡성,71.5×58.5cm,1975,피그먼트 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17231,http://collections.eseoul.go.kr/data/art/thumb/17231.jpg
사진,2017,무당-화순,무당-화순,62×58.5cm,1956,피그먼트 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17230,http://collections.eseoul.go.kr/data/art/thumb/17230.jpg
사진,2017,장승-남원 운봉,장승-남원 운봉,70×58.5cm,1985,디지털 피그먼트 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17229,http://collections.eseoul.go.kr/data/art/thumb/17229.jpg
사진,2017,밥상머리 교육-장흥 관산,밥상머리 교육-장흥 관산,58.2×58.2cm,1982,피그먼트 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17228,http://collections.eseoul.go.kr/data/art/thumb/17228.jpg
사진,2017,외줄타기-광주 서창 칠석리,외줄타기-광주 서창 칠석리,58.2×58.2cm,1983,피그먼트 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17227,http://collections.eseoul.go.kr/data/art/thumb/17227.jpg
사진,2017,다듬이-화순 능주,다듬이-화순 능주,61×58.2cm,1986,피그먼트 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17226,http://collections.eseoul.go.kr/data/art/thumb/17226.jpg
사진,2017,고인돌-고창,고인돌-고창,58.2×79cm,1967,피그먼트 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17225,http://collections.eseoul.go.kr/data/art/thumb/17225.jpg
사진,2017,안간힘-광주,안간힘-광주,76.5×58.5cm,1962,피그먼트 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17222,http://collections.eseoul.go.kr/data/art/thumb/17222.jpg
사진,2017,행복한 시간-전남 영암,행복한 시간-전남 영암,73×80cm,1970,피그먼트 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17224,http://collections.eseoul.go.kr/data/art/thumb/17224.jpg
사진,2017,베틀-곡성 석곡,베틀-곡성 석곡,58.2×58.2cm,1981,피그먼트 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17223,http://collections.eseoul.go.kr/data/art/thumb/17223.jpg
사진,2017,철도 중단점-연천 신탄리,철도 중단점-연천 신탄리,58.5×78.5cm,1976,피그먼트 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17221,http://collections.eseoul.go.kr/data/art/thumb/17221.jpg
사진,2017,청산도-전남 완도 청산도,청산도-전남 완도 청산도,78×80.5cm,2008,피그먼트 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17220,http://collections.eseoul.go.kr/data/art/thumb/17220.jpg
사진,2017,어판장-전남 여수,어판장-전남 여수,71×59cm,1982,피그먼트 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17219,http://collections.eseoul.go.kr/data/art/thumb/17219.jpg
사진,2017,달구지-화순 남면,달구지-화순 남면,82×58.5cm,1959,디지털 피그먼트 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17217,http://collections.eseoul.go.kr/data/art/thumb/17217.jpg
사진,2017,나들이-구례,나들이-구례,58.5×81.5cm,1967,피그먼트 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17218,http://collections.eseoul.go.kr/data/art/thumb/17218.jpg
사진,2017,서예가 소암선생-제주,서예가 소암선생-제주,69.5×58.5cm,1990,피그먼트 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17216,http://collections.eseoul.go.kr/data/art/thumb/17216.jpg
사진,2017,또아리-경북 영양,또아리-경북 영양,58.5×77cm,2005,피그먼트 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17215,http://collections.eseoul.go.kr/data/art/thumb/17215.jpg
사진,2017,상춘객-광주사직공원,상춘객-광주사직공원,58.2×81.4cm,1960,피그먼트 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17214,http://collections.eseoul.go.kr/data/art/thumb/17214.jpg
사진,2017,상여 행렬-화순 동복 한천면,상여 행렬-화순 동복 한천면,84×124cm,1970,피그먼트 프린트,,강봉규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=17213,http://collections.eseoul.go.kr/data/art/thumb/17213.jpg
뉴미디어,2017,항해,Voyage,2분53초,2016,"단채널 비디오, 흑백, 사운드(스테레오)",,홍남기,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=16420,http://collections.eseoul.go.kr/data/art/thumb/16420.jpg
뉴미디어,2017,항해,Voyage,4분59초,2017,"단채널 비디오, 컬러, 사운드(스테레오)",,홍남기,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=16419,http://collections.eseoul.go.kr/data/art/thumb/16419.jpg
회화,2017,라이프치히에서의 하루,A Day in Leipzig,130×194cm,2014,캔버스에 유채,,혜자,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=16418,http://collections.eseoul.go.kr/data/art/thumb/16418.jpg
회화,2017,하얀 코뿔소가 있는 뉴른베르크,Nuremberg with Rhino,130×194cm,2016,캔버스에 유채,,혜자,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=16416,http://collections.eseoul.go.kr/data/art/thumb/16416.jpg
조각,2017,반가사유상에서,From the Pensive Bodhisattva,96×45×36cm,2012,"테라코타; 조형토, 백토화장",,한애규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=16415,http://collections.eseoul.go.kr/data/art/thumb/16415.jpg
뉴미디어,2017,사건,The Incident,3분33초,2016,"단채널 비디오, 흑백, 사운드(스테레오)",,하태범,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=16414,http://collections.eseoul.go.kr/data/art/thumb/16414.jpg
한국화,2017,과녁,Target,143×155cm(×2개),2014,"장지에 먹, 분채",,하용주,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=16413,http://collections.eseoul.go.kr/data/art/thumb/16413.jpg
설치,2017,구부러진 기억,Damaged Memoir,"65×64×47cm, 59×64.8×47cm, 59×65.5×48cm, 57×67.5×47.5cm, 63×65×46cm",2016,"콘크리트, 형광등, 혼합매체",,최희승,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=16412,http://collections.eseoul.go.kr/data/art/thumb/16412.jpg
회화,2017,밤 골목 2,An Alley at Night 2,130×162cm,2015,캔버스에 유채,,최은경(1970),http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=16411,http://collections.eseoul.go.kr/data/art/thumb/16411.jpg
뉴미디어,2017,Scroll Down Journey,Scroll Down Journey,6분20초,2015,"단채널 비디오, 컬러, 사운드(스테레오)",,최성록,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=16410,http://collections.eseoul.go.kr/data/art/thumb/16410.jpg
회화,2017,야금술_공통의 기억들,Metallurgy_Common Memories,97.3×162cm,2012,캔버스에 유채,,차혜림,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=16408,http://collections.eseoul.go.kr/data/art/thumb/16408.jpg
회화,2017,건강한 정물_20,Well Still Life_20,130×280cm,2007-2008,종이에 연필,,차영석,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=16407,http://collections.eseoul.go.kr/data/art/thumb/16407.jpg
회화,2017,골드 인동초문에 리처드,Richard on Golden Honeysuckle,146×97cm,2017,"면사, 합성사 직조에 아크릴릭",,차승언,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=16406,http://collections.eseoul.go.kr/data/art/thumb/16406.jpg
회화,2017,갑작스런 규칙-Bay,Sudden Rules-Bay,200×293cm,2017,자카드 직조 천에 염료,,차승언,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=16405,http://collections.eseoul.go.kr/data/art/thumb/16405.jpg
설치,2017,의상을 입어라,Vesti la Giubba,190×63×735cm,2016,라이트박스 6개,,주황,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=16404,http://collections.eseoul.go.kr/data/art/thumb/16404.jpg
회화,2017,Contact Telepathy,Contact Telepathy,130.3×260.6cm,2011,"캔버스에 천, 실. 머신드로잉 바느질, 패션드레이핑 콜라주",,조현서,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=16403,http://collections.eseoul.go.kr/data/art/thumb/16403.jpg
회화,2017,말 하거나 말하지 않거나,To Speak or Not To Speak,80×162cm(×2개),2009,캔버스에 유채,,조헌,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=19476,http://collections.eseoul.go.kr/data/art/thumb/19476.jpg
회화,2017,네 개의 시선 혹은 하나,Four Kinds of Gazes or One,162×130cm(×4개),2006,캔버스에 유채,,조헌,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=19477,http://collections.eseoul.go.kr/data/art/thumb/19477.jpg
