순서,시설ID,컨텐츠 명,사용유무,테마 타입,x 좌표,y 좌표,좌표 배열,좌표타입,메인 이미지,새 주소,구 주소,우편번호,국가 지점 번호,테마 명,거리,업데이트 일,등록일,이미지 URL1,이미지 URL2,이미지 URL3,이미지 URL4,이미지 URL5,동영상 URL,음성파일 URL,평가 점수,평가자 인원,상세정보 이름 1,상세정보 값 1,상세정보 이름 2,상세정보 값 2,상세정보 이름 3,상세정보 값 3,상세정보 이름 4,상세정보 값 4,상세정보 이름 5,상세정보 값 5,상세정보 이름 6,상세정보 값 6,상세정보 이름 7,상세정보 값 7,상세정보 이름 8,상세정보 값 8,상세정보 이름 9,상세정보 값 9,상세정보 이름 10,상세정보 값 10
639,강동구_거치대_210,일반거치대,사용,일반,127.1225436,37.53024535,"[127.12254360315201,37.530245350020344]",Point,,서울특별시 강동구 성내로 19,서울특별시 강동구 성내동 539-2,5392,다사66654794,(친환경)자전거 편의시설,15168.63036,2023.4.13 15:13,2023.4.13 15:13,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,지하철역|,"상세위치(예, OO동 주민센터)","성내동 539-2, 강동구청역 2번출구",설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",2대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,강동구청 교통행정과,강동구청 교통행정과
640,강동구_거치대_211,일반거치대,사용,일반,127.1222288,37.53039532,"[127.12222877254811,37.53039532064873]",Point,,서울특별시 강동구 성내로 11,서울특별시 강동구 성내동 539,5392,다사66624796,(친환경)자전거 편의시설,15134.59366,2023.4.13 15:16,2023.4.13 15:16,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|상업시설|,"상세위치(예, OO동 주민센터)",성내동 539 명인만두 앞,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",10대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,강동구청 교통행정과,강동구청 교통행정과
641,강동구_거치대_212,일반거치대,사용,일반,127.1221465,37.53044013,"[127.12214649093342,37.530440125263745]",Point,,서울특별시 강동구 성내로 11,서울특별시 강동구 성내동 539,5392,다사66614797,(친환경)자전거 편의시설,15125.57367,2023.4.13 15:19,2023.4.13 15:19,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|상업시설|,"상세위치(예, OO동 주민센터)",성내동 539 메가커피 앞,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",5대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,강동구청 교통행정과,강동구청 교통행정과
642,강동구_거치대_213,일반거치대,사용,일반,127.121802,37.53057761,"[127.121802011919,37.53057760622501]",Point,,서울특별시 강동구 성내로 7,서울특별시 강동구 성내동 319-11,5392,다사66584798,(친환경)자전거 편의시설,15088.92926,2023.4.13 15:26,2023.4.13 15:26,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,지하철역|,"상세위치(예, OO동 주민센터)","성내동 319-10, 강동구청역 2번출구",설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
643,강동구_거치대_216,일반거치대,사용,일반,127.1209724,37.53040932,"[127.12097240229906,37.530409322232444]",Point,,서울특별시 강동구 올림픽로 546,서울특별시 강동구 성내동 553-34,5398,다사66514796,(친환경)자전거 편의시설,15011.83256,2023.4.13 16:17,2023.4.13 16:17,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,지하철역|,"상세위치(예, OO동 주민센터)",강동구청역 3번출구,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",7대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,강동구청 교통행정과,강동구청 교통행정과
644,강동구_거치대_224,일반거치대,사용,일반,127.1221937,37.53454821,"[127.12219367694252,37.5345482089243]",Point,,서울특별시 강동구 올림픽로 594,서울특별시 강동구 성내동 112-62,5385,다사66624842,(친환경)자전거 편의시설,15043.97745,2023.4.17 14:28,2023.4.17 14:28,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|상업시설|,"상세위치(예, OO동 주민센터)",성내동 112-62(엄지고시원),설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",4대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,강동구청 교통행정과,강동구청 교통행정과
645,금천구_공기주입기_009,자동식 공기주입기,사용,일반,126.8887335,37.46655944,[],Point,,서울특별시 금천구 범안로 1143-2,서울특별시 금천구 가산동 680,8591,,(친환경)자전거 편의시설,13005.11602,2021.12.27 14:59,2021.12.27 14:59,,,,,,,,,,,,설치지역,지하철역|,상세위치(동 주민센터),,설치유형(*공기주입기와 주차장 만 선택하세요.),기계식|,설치/이용가능대수(1대),,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
646,금천구_공기주입기_002,자동식 공기주입기,사용,일반,126.8947551,37.45586877,[],Point,,서울특별시 금천구 시흥대로63길 87-2,서울특별시 금천구 시흥동 113-192,8612,,(친환경)자전거 편의시설,13459.2787,2021.12.27 14:25,2021.12.27 14:09,,,,,,,,,,,,설치지역,지하철역|,상세위치(금천구청역 자전거거치대),,설치유형(*공기주입기와 주차장 만 선택하세요.),기계식|,설치/이용가능대수(1대),,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
647,금천구_공기주입기_001,자동식 공기주입기,사용,일반,126.8932518,37.45633202,[],Point,,,서울특별시 금천구 독산동 727-1,,,(친환경)자전거 편의시설,13512.11148,2021.12.27 14:24,2021.12.27 13:38,,,,,,,,,,,,설치지역,지하철역|,상세위치(자전거종합서비스센터 앞),,설치유형(*공기주입기와 주차장 만 선택하세요.),기계식|,설치/이용가능대수(1대),,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
648,강동구_공기주입기_008,자잔거 공기주입기,사용,일반,127.1400817,37.53756623,[],Point,,서울특별시 강동구 양재대로 1476,서울특별시 강동구 길동 390-33,5351,,(친환경)자전거 편의시설,16750.96023,2021.12.29 9:37,2021.12.29 9:37,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,지하철역|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),기계식|,"설치/이용가능대수(예, 00대)",1대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
649,강동구_공기주입기_042,자잔거 공기주입기,사용,일반,127.1715643,37.55752714,[],Point,,,서울특별시 강동구 강일동 706,,,(친환경)자전거 편의시설,19698.07081,2021.12.29 10:09,2021.12.29 10:09,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|사거리|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),기계식|,"설치/이용가능대수(예, 00대)",1대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
650,강동구_공기주입기_009,자잔거 공기주입기,사용,일반,127.1439034,37.55158586,[],Point,,서울특별시 강동구 양재대로 1637,서울특별시 강동구 명일동 312-73,5257,,(친환경)자전거 편의시설,16967.42059,2021.12.29 9:49,2021.12.29 9:49,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,지하철역|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),기계식|,"설치/이용가능대수(예, 00대)",1대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
651,신촌전철역 6번출구,자전가 일반거치대,사용,일반,126.9374648,37.5549933,[],Point,,서울특별시 마포구 신촌로 106,서울특별시 마포구 노고산동 31-123,4101,,(친환경)자전거 편의시설,3833.974148,2022.1.18 14:57,2022.1.18 14:57,,,,,,,,,,운영시간,24시간,설치지역,지하철역|,상세위치,신촌전철역 6번출구,설치유형(*공기주입기와 주차장 만 선택하세요.),,설치/이용가능대수,15대(비지붕형),운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,마포구청 교통행정과,마포구청 교통행정과
652,망원전철역 2번출구,자전거  일반거치대,사용,일반,126.909996,37.55602422,[],Point,,서울특별시 마포구 월드컵로 79,서울특별시 마포구 망원동 373-9,4012,,(친환경)자전거 편의시설,6520.729716,2022.1.20 10:02,2022.1.20 10:02,,,,,,,,,,운영시간,24시간,설치지역,지하철역|,상세위치,망원전철역 2번출구,설치유형(*공기주입기와 주차장 만 선택하세요.),,설치/이용가능대수,95대(비지붕형),운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,마포구청 교통행정과,마포구청 교통행정과
653,중랑구_자전거거치대_88,자전거 거치대,사용,일반,127.0952885,37.58687715,"[127.09528845798164,37.58687714643067]",Point,,서울특별시 중랑구 용마산로 393,서울특별시 중랑구 면목동 49-4,2201,다사64265424,(친환경)자전거 편의시설,12271.63611,2022.3.10 13:44,2022.3.10 13:44,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
654,11103419_1679895896072,자전거 거치대,사용,일반,127.0634379,37.64569567,"[127.063437922348,37.64569566782774]",Point,,서울특별시 노원구 동일로 1309-3,서울특별시 노원구 중계동 500,1768,다사61486077,(친환경)자전거 편의시설,12051.9717,2023.3.27 14:45,2023.3.27 14:45,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",6대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
655,중랑구_자전거거치대_117,자전거 거치대,사용,일반,127.0922918,37.60030783,"[127.09229180498023,37.600307830148]",Point,,서울특별시 중랑구 신내로7나길 24,서울특별시 중랑구 상봉동 53-2,2084,다사64015573,(친환경)자전거 편의시설,12303.00663,2022.3.10 17:26,2022.3.10 17:26,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
656,중랑구_자전거거치대_103,자전거 거치대,사용,일반,127.0858084,37.59474008,"[127.08580835273847,37.594740084394715]",Point,,서울특별시 중랑구 면목로 481,서울특별시 중랑구 상봉동 113-44,2137,다사63435511,(친환경)자전거 편의시설,11524.72579,2022.3.10 14:13,2022.3.10 14:13,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
657,중랑구_자전거거치대_91,자전거 거치대,사용,일반,127.0809989,37.59578747,"[127.08099885415774,37.595787470507986]",Point,,서울특별시 중랑구 망우로 253,서울특별시 중랑구 상봉동 117-2,2098,다사63015523,(친환경)자전거 편의시설,11091.18522,2022.3.10 13:56,2022.3.10 13:56,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
