번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),임산부정원수,영유아정원수,임산부실면적,영유아실면적,모유수유실면적,급식시설면적,세탁실면적,목욕실면적,조리원화장실면적,사무실면적,간호사수,간호조무사수,영양사수,취사부수,미화원수,기타인원수,건물층수,지상층수,지하층수
194,산후조리업,01_01_04_P,5020000,PHMB120065020055042100001,2006.8.14,,3,폐업,3,폐업,2013.6.7,,,,054-291-1270,,790-908,경상북도 포항시 남구 오천읍 용덕리 304번지 9호,경상북도 포항시 남구 오천읍 정몽주로 606,,미산후조리원,2013.6.10 18:08,I,2018.8.31 23:59,,417843.2919,277318.8338,7,7,116.13,17.6,0,18.3,18.9,0,12.9,0,2,3,,1,,,,,
195,산후조리업,01_01_04_P,5020000,PHMB120025020055042100001,2002.3.10,,3,폐업,3,폐업,2019.10.18,2018.11.30,2020.11.30,,,,,경상북도 포항시 남구 이동 657번지 8호,경상북도 포항시 남구 대이로143번길 21-5 (이동),37676,엔젤산후조리원,2019.10.24 18:36,U,2019.10.26 2:40,,410695.9425,283232.9922,18,18,151.2,28,7,32.5,6,28,32,10.5,4,6,0,2,1,,2,,
196,산후조리업,01_01_04_P,5020000,PHMB120145020056042100001,2014.7.18,,3,폐업,3,폐업,2017.11.28,2017.10.30,2017.12.29,,054-250-3500,,,,경상북도 포항시 북구 장량로 36 (양덕동),791-270,미즈앤맘병원 산후조리원,2017.11.28 16:16,I,2018.8.31 23:59,,414703.1064,289518.8128,21,21,483.7,36.69,22.24,0,0,5.85,76.59,7.31,3,8,,,,,6,6,
197,산후조리업,01_01_04_P,5020000,PHMB120155020055042100001,2015.12.9,,3,폐업,3,폐업,2020.11.3,2018.11.7,2020.11.6,,291-3366,,,,경상북도 포항시 남구 오천읍 정몽주로 606 (606길),37907,웰여성의원 산후조리원,2020.11.3 15:52,U,2020.11.5 2:40,,417843.2919,277318.8338,7,7,17.1,22,7.9,37.35,18.9,17.1,4.37,14.85,2,4,0,2,1,,4,4,
198,산후조리업,01_01_04_P,3610000,PHMB120073610019042100001,2007.4.11,,3,폐업,3,폐업,2009.6.30,,,,670-7773,,503-300,광주광역시 남구 백운동 633번지 5호,광주광역시 남구 백양로 13 (백운동),,모아산후조리원,2009.6.30 9:54,I,2018.8.31 23:59,,191132.275,181666.2049,24,24,14.4,108,31.65,109.68,26.4,7.35,2.56,14.4,6,8,1,2,2,,7,5,
199,산후조리업,01_01_04_P,3680000,PHMB120063680022042100001,2006.12.11,,3,폐업,3,폐업,2015.9.14,,,,042-625-3537,,306-061,대전광역시 대덕구 법1동 287번지 2호 유지빌딩 3층,"대전광역시 대덕구 계족로 538, 2층 (중리동)",34422,모아산후조리원,2015.9.14 16:51,I,2018.8.31 23:59,,238421.9903,318589.6578,12,12,188.41,20.5,9.57,30.75,3.84,,35.1,10,2,3,,1,,,7,2,
200,산후조리업,01_01_04_P,3280000,PHMB120063280023042100001,2006.12.15,,3,폐업,3,폐업,2010.11.1,2009.11.30,2010.10.31,,051-417-0336,,606-070,부산광역시 영도구 청학동 231번지 1호,부산광역시 영도구 태종로 319-1 (청학동),,청학산후조리원,2010.10.13 15:43,I,2018.8.31 23:59,,387854.2648,179470.9817,7,7,61.2,14.2,10.7,25,11,7,12.3,4.3,2,3,,1,1,,6,4,
201,산후조리업,01_01_04_P,3370000,PHMB120103370022042100001,2010.6.21,,3,폐업,3,폐업,2017.1.23,,,,051-860-8510,,611-822,부산광역시 연제구 연산4동 739번지 7호  (9-10층),"부산광역시 연제구 고분로 6 (연산동,(9-10층))",,미소산후조리원,2017.1.23 17:28,I,2018.8.31 23:59,,389653.3031,189372.135,17,17,295.92,53.43,26.23,,16.2,,19.44,16.2,6,9,,1,,,14,12,2
202,산후조리업,01_01_04_P,3300000,PHMB120043300024042100001,2004.12.3,,3,폐업,3,폐업,2018.1.31,,,,,,607-825,부산광역시 동래구 안락2동 595번지 9호,부산광역시 동래구 충렬대로 426 (안락동),47890,(주)태곤 본메디 산후조리원,2018.1.31 16:42,I,2018.8.31 23:59,,391622.1813,190582.2508,9,9,,,,,,,,,,,,,,,8,7,
203,산후조리업,01_01_04_P,3300000,PHMB120033300024042100001,2006.12.29,,3,폐업,3,폐업,2013.6.4,,,,051-523-3721,,607-830,부산광역시 동래구 안락2동 606번지 4호,부산광역시 동래구 충렬대로 420 (안락동),607-830,나이팅게일 산후조리원,2013.6.4 11:32,I,2018.8.31 23:59,,391544.1151,190588.4763,17,17,170.9,32.38,8.75,24.05,1.56,42.4,15.18,11.42,,,,,,,7,4,
204,산후조리업,01_01_04_P,3300000,PHMB120033300024042100002,2003.7.1,,3,폐업,3,폐업,2008.8.6,,,,051-556-0700,,607-833,부산광역시 동래구 온천1동 198번지 11호,부산광역시 동래구 금강로 91 (온천동),,참젖산후조리원,2011.9.30 16:26,I,2018.8.31 23:59,,389173.0262,192858.7247,17,17,154.52,22.2,8.97,,,,,,2,2,,,,,7,5,
205,산후조리업,01_01_04_P,3300000,PHMB120113300024042100001,2011.11.4,,3,폐업,3,폐업,2019.10.29,,,,051-557-0114,,607-834,부산광역시 동래구 온천1동 473번지 1호,부산광역시 동래구 온천장로 13 (온천동),47715,아름병원산후조리원,2019.10.29 14:00,U,2019.10.31 2:40,,389206.5571,192464.1304,38,38,612.26,67.92,54.07,38.34,11.62,9.18,112.74,12.64,5,15,1,5,2,,12,78,
206,산후조리업,01_01_04_P,3310000,PHMB120063310024042100002,2006.12.13,,3,폐업,3,폐업,2014.7.26,,,,,,608-807,부산광역시 남구 대연5동 1745번지 4호,부산광역시 남구 수영로 225-1 (대연동),608-807,사랑기픈산후조리원,2014.6.25 14:19,I,2018.8.31 23:59,,390540.3042,183803.6466,10,10,11.6,24.13,9.3,20.42,5.75,,24.7,,,,,,,,,,
207,산후조리업,01_01_04_P,3310000,PHMB120083310024042100001,2008.3.7,,3,폐업,3,폐업,2016.2.29,,,,051-628-9888,,608-813,부산광역시 남구 대연1동 1751번지 3호,부산광역시 남구 수영로 216 (대연동),48492,이화산후조리원,2016.2.29 11:59,I,2018.8.31 23:59,,390431.0991,183736.2868,13,13,146,24,7,50,17,,37,13,4,7,,,,,10,9,1
208,산후조리업,01_01_04_P,3310000,PHMB120163310024042100001,2016.2.12,,3,폐업,3,폐업,2018.8.6,,,,051-714-5235,,,,부산광역시 남구 수영로 216-2 (대연동),48492,아마빌레산후조리원,2018.8.6 14:04,I,2018.8.31 23:59,,390450.5778,183742.7047,21,21,328.7,71.4,33.4,57.59,,6,11.68,8.4,4,16,,4,3,1,5,4,1
209,산후조리업,01_01_04_P,3370000,PHMB120063370022042100001,2006.12.14,,3,폐업,3,폐업,2015.2.12,,,,867-3660,,611-085,부산광역시 연제구 연산동 1143번지 6호,부산광역시 연제구 월드컵대로 161 (연산동),,봄엔빛산후조리원,2015.2.12 11:56,I,2018.8.31 23:59,,389259.4797,189487.1424,11,11,,,,,,,,,3,6,0,1,0,0,12,5,
210,산후조리업,01_01_04_P,5330000,PHMB120105330023042100001,2010.7.8,,3,폐업,3,폐업,2019.2.28,,,,055-643-9119,,,경상남도 통영시 광도면 죽림리 1565번지 19호 4층,"경상남도 통영시 광도면 죽림5로 15, 4층",53013,e좋은산후조리원,2019.2.28 16:54,U,2019.3.2 2:40,,329670.7859,155252.622,14,14,280.4,27.65,9.84,110.8,,,,,2,2,,1,,,0,,
211,산후조리업,01_01_04_P,3470000,PHMB120063470022042100004,2006.12.15,,3,폐업,3,폐업,2014.4.9,2013.9.5,2013.10.31,,053-588-8703,,704-140,대구광역시 달서구 이곡동 1244번지 4호,대구광역시 달서구 이곡공원로 12 (이곡동),,사임당,2014.4.9 16:42,I,2018.8.31 23:59,,336207.4046,262683.6705,20,20,170.94,41.8,7,35.58,14.4,23.3,30.06,7,2,7,,1,1,,6,5,1
212,산후조리업,01_01_04_P,5530000,PHMB120055530021042100001,2005.10.25,,3,폐업,3,폐업,2009.11.2,,,,,,445-390,경기도 화성시 진안동,,,중앙산후조리원,2009.11.18 13:18,I,2020.8.5 0:23,,,,10,10,,,,,,,,,,,,,,,,,
213,산후조리업,01_01_04_P,5530000,PHMB120115530021042100001,2011.6.24,,3,폐업,3,폐업,2012.10.12,,,,,,445-170,경기도 화성시 석우동 42번지 3호,,,동탄제일산후조리원,2012.10.12 18:13,I,2020.8.5 0:23,,206903.7741,412707.713,9,9,77.95,53.24,21,28,,,73.8,,4,2,,,1,,0,,
214,산후조리업,01_01_04_P,5530000,PHMB120115530021042100002,2011.10.6,,3,폐업,3,폐업,2023.3.7,2021.4.13,2023.6.18,,223-5000,,,경기도 화성시 진안동 914번지 5호 8통 904호,"경기도 화성시 효행로 1065 (진안동, 나라프라자)",18398,강남퀸즈산후조리원 예송점,2023.3.7 9:33,U,2023.3.9 2:40,,203779.4396,412580.7818,27,27,464.4,80.8,23.6,78.3,22,25,56,14.4,3,8,1,1,1,1,3,3,0
215,산후조리업,01_01_04_P,5530000,PHMB120095530021042100002,2009.10.21,,3,폐업,3,폐업,2012.11.30,,,,031-8059-6656,,445-926,경기도 화성시 향남읍 행정리 435번지 1호,,,미래여성 산후조리원,2012.12.3 9:09,I,2020.8.5 0:23,,192696.3609,403143.2889,7,7,109.8,16,6.4,27,5.7,,3.3,,2,3,,1,1,,0,,
216,산후조리업,01_01_04_P,3070000,PHMB119993070034042100001,1999.9.30,,3,폐업,3,폐업,2009.5.4,,,,924-3100,,136-033,서울특별시 성북구 동소문동3가 27번지,서울특별시 성북구 동소문로 40 (동소문동3가),,이제 산후조리원,2009.5.4 17:55,I,2018.8.31 23:59,,200869.8437,454210.6436,14,19,55.03,125.36,9.9,16.5,13.5,4.95,16.5,6.6,3,4,,2,2,1,11,9,2
217,산후조리업,01_01_04_P,3550000,PHMB120073550020042100001,2007.2.2,,3,폐업,3,폐업,2021.9.17,2021.5.1,2021.12.31,,,,407-050,인천광역시 계양구 계산동 1062번지 하이베라스 A동 3층호,"인천광역시 계양구 계산새로 71, A동 3층호 (계산동,하이베라스)",21060,HMB산후조리원,2021.9.30 16:39,U,2021.10.2 2:40,,176607.3266,448516.1203,24,24,0,56,0,0,0,0,0,0,3,5,0,1,2,4,15,3,0
218,산후조리업,01_01_04_P,3550000,PHMB120073550020042100002,2007.2.14,,3,폐업,3,폐업,2009.9.16,,,,,,407-811,인천광역시 계양구 병방동 132번지 7호 4층,"인천광역시 계양구 장제로 910 (병방동,4층)",,준산후조리원,2009.9.16 10:37,I,2018.8.31 23:59,,177057.216,449517.4148,10,10,,,,,,,,,2,2,,,,1,,,
219,산후조리업,01_01_04_P,3550000,PHMB120093550020042100001,2009.9.16,,3,폐업,3,폐업,2017.12.8,,,,554-0053,,407-320,인천광역시 계양구 병방동 132번지 1호,인천광역시 계양구 장제로 912 (병방동),,준산후조리원,2017.12.11 15:35,I,2018.8.31 23:59,,177065.6765,449532.1226,15,15,347.79,27.71,,33.61,4.68,,,10.69,3,8,,2,1,,6,0,1
220,산후조리업,01_01_04_P,4680000,PHMB120084680066042100001,2008.10.1,,3,폐업,3,폐업,2020.5.22,,,,063-840-7600,,570-957,전라북도 익산시 남중동 536번지 9호,전라북도 익산시 동서로 231 (남중동),,제일맘,2020.5.22 15:41,U,2020.5.24 2:40,,196299.0563,272570.5946,11,11,178.05,21.48,9.24,,,,4.55,9.79,3,6,,,1,,7,,
221,산후조리업,01_01_04_P,4680000,PHMB120124680066042100001,2012.10.26,,3,폐업,3,폐업,2018.3.9,,,,063-831-5200,,570-980,전라북도 익산시 영등동 260번지 24호 지상(2층),전라북도 익산시 동서로 354 (영등동),54628,영등한방산후조리원,2018.3.9 14:59,I,2018.8.31 23:59,,197448.3748,272176.0926,14,14,182,27.4,9.6,18,9,,9,,3,5,,2,1,1,6,6,0
222,산후조리업,01_01_04_P,3550000,PHMB120083550020042100001,2008.8.8,,3,폐업,3,폐업,2017.9.21,,,,553-7575,,407-050,"인천광역시 계양구 계산동 1080번지 2호 미소지음빌딩 6층,7층","인천광역시 계양구 오조산로 53 (계산동,미소지음빌딩 6층,7층)",,연세차산후조리원,2017.10.10 15:53,I,2018.8.31 23:59,,176796.6635,448179.6327,18,18,,83.16,,,,,,,2,4,,1,1,3,9,67,
223,산후조리업,01_01_04_P,3550000,PHMB120063550020042100001,2006.12.20,,3,폐업,3,폐업,2022.5.2,,,,,,,인천광역시 계양구 계산동 1080번지 2호,"인천광역시 계양구 오조산로 53 (계산동, 연세차메디칼센터)",21069,엄마손 산후조리원,2022.5.2 14:07,U,2022.5.4 2:40,,176796.6635,448179.6327,10,10,40.06,34.12,15.66,47.47,5.7,0,0,0,3,4,0,1,1,0,2,2,0
224,산후조리업,01_01_04_P,3670000,PHMB120063670022042100001,2006.12.8,,3,폐업,3,폐업,2013.8.20,2013.5.9,2013.11.8,,042-825-9009,,305-301,"대전광역시 유성구 봉명동 604번지 1호 7,8층","대전광역시 유성구 대학로 61 (봉명동,7,8층)",,퀸산후조리원,2017.8.30 9:46,I,2018.8.31 23:59,,230721.4788,317655.2654,16,16,210,42.8,23,52,24,5,5,16,4,6,1,3,3,2,2,2,0
225,산후조리업,01_01_04_P,3670000,PHMB120063670022042100002,2006.12.8,,3,폐업,3,폐업,2023.5.26,,,,042-867-7576,,,대전광역시 유성구 관평동 810번지,"대전광역시 유성구 테크노중앙로 40, 8층 (관평동, 남일프라자)",34017,아이미래 테크노산후조리원,2023.6.13 17:54,U,2023.6.15 2:40,,234895.4397,325144.8459,12,12,179.86,26.25,9.66,0,0,0,0,9.44,3,2,0,0,1,0,8,8,0
226,산후조리업,01_01_04_P,3670000,PHMB120063670022042100003,2006.12.8,,3,폐업,3,폐업,2007.6.26,,,,,,,대전광역시 유성구 송강동 171번지 3호,"대전광역시 유성구 구즉로58번길 31-12, 4층 (송강동)",34009,대전대덕산후조리원,2017.7.31 14:39,I,2018.8.31 23:59,,234649.4967,325995.7271,7,7,85,,,10,10,,20,,2,1,,1,,,,,
227,산후조리업,01_01_04_P,3670000,PHMB120073670022042100001,2007.5.1,,3,폐업,3,폐업,2018.6.22,,,,042-826-3585,,305-150,대전광역시 유성구 반석동 664번지 3호 미즈ELS여성의원 4층,"대전광역시 유성구 북유성대로 336 (반석동,미즈ELS여성의원 4층)",,미즈ELS산후조리원,2018.6.22 16:46,I,2018.8.31 23:59,,228049.4382,321572.497,14,14,610,218.22,6.25,20,30,,,24,2,3,1,1,1,2,4,4,0
228,산후조리업,01_01_04_P,3670000,PHMB120083670022042100001,2006.12.8,,3,폐업,3,폐업,2017.11.28,,,,042-535-1578,,305-330,대전광역시 유성구 지족동 901번지 2호 금강프라자 4층,"대전광역시 유성구 노은로 178 (지족동,금강프라자 4층)",,노은산후조리원,2017.11.28 13:54,I,2018.8.31 23:59,,228510.465,319461.446,10,10,10.14,19.71,8.51,11.18,6.76,3.63,1.95,12.34,2,4,0,2,1,1,4,1,0
229,산후조리업,01_01_04_P,3670000,PHMB120083670022042100002,2008.11.6,,3,폐업,3,폐업,2013.8.30,,,,042-544-3200,,305-252,"대전광역시 유성구 원내동 102번지 3호 2,3,4층","대전광역시 유성구 원내로 57 (원내동,2,3,4층)",,미즈모아산후조리원,2013.9.2 9:26,I,2018.8.31 23:59,,228847.0809,311076.333,19,19,219.2,33.4,10,40.4,0,,44.5,5.8,2,5,0,1,1,0,4,3,0
230,산후조리업,01_01_04_P,3660000,PHMB120133660023042100001,2013.8.1,,3,폐업,3,폐업,2021.3.1,2020.2.27,2020.3.26,,,,,,"대전광역시 서구 문정로48번길 58, 7층 (탄방동)",35262,벨라쥬산후조리원,2021.2.24 11:12,U,2021.2.26 2:40,,234417.986,315974.3868,14,16,292.89,45.24,11.46,0,18.64,,0,10.84,4,16,0,2,6,18,2,2,
231,산후조리업,01_01_04_P,3660000,PHMB120133660023042100002,2013.10.15,,3,폐업,3,폐업,2019.10.21,2019.9.24,2020.9.23,,042-486-3522,,,,대전광역시 서구 문정로 88 (탄방동),35263,세란산후조리원,2019.10.21 17:09,U,2019.10.23 2:40,,234844.8305,316249.1024,14,14,219.41,41.53,16.73,,,,43.02,10.24,5,12,,,2,,2,2,0
232,산후조리업,01_01_04_P,3660000,PHMB120143660023042100001,2014.4.28,,3,폐업,3,폐업,2016.8.31,,,,042-472-4832,,,,대전광역시 서구 문정로2번길 95 (탄방동),35262,미즈원산후조리원,2016.10.10 17:38,I,2018.8.31 23:59,,234536.1981,315901.8341,8,10,185.2,37.7,3.2,40.8,8.6,7.4,2.5,10,2,8,0,2,2,1,2,2,
233,산후조리업,01_01_04_P,3290000,PHMB120063290024042100001,2006.12.6,,3,폐업,3,폐업,2016.5.6,,,,,,614-111,부산광역시 부산진구 개금1동 182번지 9호,부산광역시 부산진구 가야대로 472 (개금동),,미래산후조리원(주),2016.5.4 13:16,I,2018.8.31 23:59,,384327.1489,185623.1859,27,27,,,,,,,,,4,8,1,,,,10,7,
234,산후조리업,01_01_04_P,5670000,PHMB120105280165042100001,2010.3.23,,3,폐업,3,폐업,2022.1.4,,,,248-3333,,630-041,경상남도 마산시 회원1동 62번지 66호 (5층),경상남도 창원시 마산회원구 3·15대로 485 (회원동),51297,중앙자모 산후조리원,2022.1.4 15:00,U,2022.1.6 2:40,,343306.8508,192065.0373,10,10,175.84,27.5,2.5,0,0,0,0,0,3,4,0,0,0,0,5,4,1
235,산후조리업,01_01_04_P,5670000,PHMB120125670062042100002,2012.3.12,,3,폐업,3,폐업,2021.4.9,,,,,,641-809,경상남도 창원시 의창구 도계동 333번지 16호,경상남도 창원시 의창구 원이대로 53 (도계동),51165,미래산후조리원,2021.4.9 15:02,I,2021.7.2 0:23,,348665.4601,196597.7822,13,13,210.04,30.5,24.4,0,0,,,,2,5,0,0,0,0,6,4,2
236,산후조리업,01_01_04_P,5670000,PHMB120065270048042100001,2006.12.6,,3,폐업,3,폐업,2020.5.18,2010.12.1,2010.12.31,,055-251-5811,,,경상남도 창원시 의창구 팔용동 42번지 1호 웰빙프라자,"경상남도 창원시 의창구 평산로 96, 웰빙프라자 302호 (팔용동)",51389,로즈맘산후조리원,2020.5.19 10:36,I,2021.7.2 0:23,,347343.9092,195902.5973,12,12,180,38.76,19.29,44,6,,,3,2,5,,2,1,,3,3,
237,산후조리업,01_01_04_P,5670000,PHMB120065270048042100004,2006.12.7,,3,폐업,3,폐업,2021.4.2,2012.5.21,2012.9.20,,055-283-3055,,,경상남도 창원시 성산구 대방동 346-15,경상남도 창원시 성산구 대암로145번길 11-27 (대방동),51469,한마음산후조리원,2021.4.2 11:39,I,2021.7.2 0:23,,355643.8559,191905.0353,7,7,7.98,22.42,5.5,23.5,16,,,6.5,2,4,,1,1,,1,1,
238,산후조리업,01_01_04_P,5670000,PHMB120065270048042100005,2006.12.7,,3,폐업,3,폐업,2008.7.23,,,,055-252-3322,,641-490,경상남도 창원시 동정동 540번지  엘르메디산부인과의원 6층,,,예손산후조리원,2010.7.5 0:00,I,2021.7.2 0:23,,,,7,7,15,24.08,,,10,,,,2,3,,,,,6,6,
239,산후조리업,01_01_04_P,5670000,PHMB120065270048042100006,2006.12.8,,3,폐업,3,폐업,2013.11.21,,,,055-264-7084,,641-757,경상남도 창원시 대방동 358번지 55통 6반 대방대동아파트 102동 2009호,,,아람산후조리원,2013.11.22 9:43,I,2021.7.2 0:23,,,,10,10,122.3,26.6,21.3,43.9,4.1,,,5,2,4,,2,1,,7,5,
240,산후조리업,01_01_04_P,5670000,PHMB120065280165042100001,2006.11.25,,3,폐업,3,폐업,2009.9.3,,,,,,631-480,경상남도 마산시 산호동 25번지 65호,,,이제한방산후조리원,2010.7.5 0:00,I,2021.7.2 0:23,,,,10,10,9,6,0,0,0,,,,2,3,1,1,,,,,
241,산후조리업,01_01_04_P,5670000,PHMB120065280165042100002,2006.12.18,,3,폐업,3,폐업,2012.3.2,2011.11.17,2012.2.29,,,,630-852,경상남도 마산시 내서읍 삼계리 26번지 6호 7층,,,서현산후조리원,2012.3.8 16:26,I,2021.7.2 0:23,,,,5,5,50.07,,10,60,5,0.8,19.55,90,2,,,1,1,,9,8,1
242,산후조리업,01_01_04_P,5670000,PHMB120065280165042100003,2006.12.18,,3,폐업,3,폐업,2009.7.9,,,,,,630-809,경상남도 마산시 양덕1동 51번지 5호,,,엄마손산후조리원,2010.7.5 0:00,I,2021.7.2 0:23,,,,10,10,,,,,,,,,,,,,,,,,
243,산후조리업,01_01_04_P,5670000,PHMB120065280165042100004,2006.12.18,,3,폐업,3,폐업,2019.10.2,,,,055-232-0800,,630-852,경상남도 마산시 내서읍 삼계리 24번지 7호 4층,경상남도 창원시 마산회원구 내서읍 경남대로 937,51236,고운맘산후조리원,2019.10.2 10:40,I,2021.7.2 0:23,,336851.3831,193759.3436,8,8,92.14,35.22,16.32,27,6.8,18.24,2,5.76,3,4,,,,,5,4,1
244,산후조리업,01_01_04_P,5670000,PHMB120065280165042100005,2006.12.18,,3,폐업,3,폐업,2022.10.12,,,,055-221-3520,,630-815,경상남도 창원시 마산회원구 합성1동 101번지 8호,경상남도 창원시 마산회원구 3·15대로 727 (합성동),51210,엠앤비산후조리원,2022.10.12 15:39,U,2022.10.14 2:40,,343859.7824,194252.6741,13,13,213.6,23,6.5,36.9,10.4,0,0,8,2,6,0,2,0,0,11,11,0
245,산후조리업,01_01_04_P,5670000,PHMB120065670071042100001,2006.12.4,,3,폐업,3,폐업,2013.4.30,,,,055-542-0371,,,,"경상남도 창원시 진해구 진해대로776번길 31, 202호 (이동, 일루스빌)",645-808,세이레 산후조리원,2013.6.26 16:21,I,2021.7.2 0:23,,354662.1782,185394.8886,11,11,66.61,23.73,11.1,24.19,4.95,,,,2,2,,,,1,11,2,
246,산후조리업,01_01_04_P,5670000,PHMB120075280165042100001,2007.5.14,,3,폐업,3,폐업,2022.4.22,,,,055-221-3777,,631-394,경상남도 마산시 월남동4가 4번지 1호 6층,경상남도 창원시 마산합포구 3·15대로 32 (월남동4가),51743,미래산부인과의원,2022.4.21 17:27,U,2022.4.23 2:40,,341995.3737,188165.0216,5,5,16.8,15.67,5.76,10.8,17.1,9,2.7,17,1,3,0,0,0,0,7,6,1
247,산후조리업,01_01_04_P,5670000,PHMB120085270048042100001,2008.9.19,,3,폐업,3,폐업,2015.6.10,,,,055-253-2285,,641-490,경상남도 창원시 동정동 540번지  엘르메디산부인과의원 6층,,,엘르산후조리원,2015.5.7 16:18,I,2021.7.2 0:23,,,,13,13,127.2,24.93,7.25,,,,,5,2,5,,,1,2,6,6,
248,산후조리업,01_01_04_P,5670000,PHMB120095270048042100001,2009.1.12,,3,폐업,3,폐업,2014.10.14,2014.6.9,2014.9.30,,284-4666,,641-832,경상남도 창원시 상남동 36번지 2호 SM빌딩 3층,경상남도 창원시 성산구 마디미동로 54 (상남동),642-832,행복을 주는 산후조리원,2014.10.14 15:42,I,2021.7.2 0:23,,353201.1837,192421.588,14,14,236.2,30.9,3.9,32.2,3.9,11.1,3.3,5.2,2,5,,2,1,,8,6,2
249,산후조리업,01_01_04_P,5670000,PHMB120095270048042100003,2009.8.25,,3,폐업,3,폐업,2012.2.23,,,,055-276-9233,,641-809,경상남도 창원시 도계동 333번지 14호  외1필지,,,시엘산후조리원,2012.2.23 18:40,I,2021.7.2 0:23,,,,7,7,123.72,0,0,0,0,53.21,41.76,3.05,2,4,,,1,1,3,3,
250,산후조리업,01_01_04_P,3740000,PHMB120143740033042100001,2014.5.16,,3,폐업,3,폐업,2019.10.30,,,,031-307-0029,,,경기도 수원시 팔달구 우만동 81번지 7호,경기도 수원시 팔달구  중부대로  251 (우만동),,하늘꿈 산후조리원,2019.10.28 15:55,I,2020.8.5 0:23,,203793.831,419248.7574,9,9,79.2,17.5,7.2,25.4,6.9,18.5,6.5,6,3,6,,1,1,,2,2,
251,산후조리업,01_01_04_P,3740000,PHMB120143740033042100002,2014.11.3,,3,폐업,3,폐업,2020.8.28,,,,,,,경기도 수원시 팔달구 화서동 644번지 3호,경기도 수원시 팔달구  덕영대로  691-12 (화서동),,수원제일리젠산후조리원,2020.8.26 20:36,U,2020.8.28 2:40,,199105.7859,420349.0143,5,5,107.9,15.2,18.3,,,,,,3,1,,,1,,6,6,
